id,order_id,product_id,quantity,unit_price,total_price,created_at
437,189,459,-5,447.79,895.58,TBD
11509,4942,203,1,460.42,460.42,2025-02-06 22:13:00
21873,9344,320,1,382.25,382.25,2025-02-08 13:28:32
17654,7548,246,1,148.62,148.62,2025-05-13 12:01:29
6670,2852,283,1USD,2967.16,2967.16,2024-03-07 06:03:48
22074,9427,54,1,-592.71,-5927.1,2025-04-21 15:50:00
14896,6377,397,1,760.45,760.45,2024-03-24 16:24:21
20617,8812,294,1,-3063.7,306.37,2023-07-12 03:06:08
11236,4819,200,1,76320,,2025-03-26 10:01:34
12444,5318,424,0,37.76,NaN,???
20885,8923,67,1,596.57,596.57,2024-11-06 13:54:40
2295,974,251,1,,630.51,2025-03-30 04:46:55
21818,9320,200,N/A,76.32,152.64,2025-01-27 19:11:28
14375,6158,481,1,75.04,75.04,2025-06-11 11:33:11
19519,8357,366,2,67.27,134.54,2025-03-07 04:30:58
7540,3222,453,,386.12,386.12,2025-03-05 23:30:37
12014,5146,186,3,81.56,244.68,2025-02-24 00:50:46
21232,9066,459,2,447.79,895.58,2025-06-04 04:30:53
8047,3452,72,1,555.81,555.81,2025-05-06 15:15:16
21465,9168,174,???,529.69,529.69,2025-07-18 14:41:23
3148,1347,299,1,1208.19,1208.19,2024-10-21 19:27:31
12587,5375,390,1,79.16,-79.16,2024-02-04 01:44:35
17884,7650,396,2,-184921,3698.42,2025-07-03 18:27:37
1672,722,320,1,,382.25,2024-12-11 05:13:55
5608,2380,487,--,31.36,31.36,2024-07-25 21:57:51
10137,4338,260,1,915.26,915.26,2025-04-09 00:01:59
19616,8396,101,1,1157.72,0,not a date
2973,1264,426,,255.48,255.48,2025-01-21 14:12:21
21782,9303,370,#REF!,80.03,80.03,2023-02-01 20:23:09
3550,1512,164,1,260.31,260.31,2024-06-27 17:03:41
22529,9630,112,1,273.15,,2024-02-08 07:54:52
12705,5423,460,1,TBD,53.6,2024-09-11 21:12:14
19228,8237,487,None,,#N/A,2025-05-07 18:27:16
15453,6611,364,1,168.52,,2025-04-21 18:51:49
5112,2167,403,,,46.44,2023-11-16 08:21:37
21883,9348,497,1,Inf,-106.8,2024-10-27 16:34:06 
20727,8861,114,1,660.27,#N/A,2023-02-14 08:02:32
3064,1309,153,UNKNOWN,418.58,-418.58,2025-04-19 21:48:58
21930,9368,4,None,1340.49,4021.47,2025-05-24 14:21:26
9776,4182,281,1,$792.40,792.4,
22559,9642,173,1,,453.55,2025-05-26 06:35:47
16935,7226,428,1USD,,48.66,2023-03-29 13:35:25
13584,5816,329,2,Inf,1909.34,2025-06-09 16:08:14
3229,1380,303,1,153.51,,
16282,6950,10,1,458.66,458.66,2024-08-03 17:07:09
18326,7845,500,-1,12.03,,
12359,5281,301,1,N/A,124.87,2023-11-29 06:53:43
7376,3155,144,0,512.2,-5122,2024-12-10 01:08:43
22882,9780,89,2,,603.26,2025-04-09 19:31:15
17913,7661,149,1,102.61,102.61,not a date
21297,9094,473,,497.72,995.44,2025-05-10 15:13:02
17947,7675,296,,2454.05,2454.05,2025-05-19 20:05:59
10621,4546,439,1,-1550.3999999999999,155.04,
7553,3228,478,1,,22.29,2024-07-28 21:20:48
5169,2191,290,1,1143.77,,2025-03-04 01:31:20
7220,3087,451,3,137.33,411.99,#N/A
2719,1148,178,2,9.9,19.8,2025-05-19 06:03:29
358,151,489,2,74.04,148.08,2024-12-03 12:34:26
4031,1710,82,1,199.7,199.7
12984,5549,340,1,862.13,,
2750,1161,225,N/A,49.68,49.68,"Jun 5, 2025"
1759,759,61,3000,1054.91,3164.73,2025-06-26 00:02:32
14011,6004,439,-1,N/A,-15503.99,2025-02-22 11:15:34 
7807,3338,69,3,TBD,992.76,2023-04-28 11:01:54
14246,6097,72,1,555.81,555.81,2025-05-16 10:32:46
6654,2843,409,2,37.02,74.04,06-03-2024
8790,3761,373,1,157.09,157.09,2023-03-12 22:41:54
7227,3092,442,1,336.88,336.88,2024-07-09 19:37:03
14685,6291,421,-5,-1686,-33.72,
8551,3662,112,2,273.15,546.3,2025-02-26 08:36:01
5895,2507,158,2,339.83,679.66,2024-07-10 11:08:35
7839,3351,317,1,220.31,220.31,2024-07-20 20:11:11
15759,6726,56,1,1102.12,1102.1299999999999,2023-07-15 09:22:59
19566,8374,243,1,176.34,176.34,2024-05-03 13:06:44
9865,4219,281,1,-79240,792.4,  2025-05-21 07:22:59  
4475,1890,41,1,null,2748.86,2025-05-19 12:18:10
10231,4380,258,,313.29,,2023-11-21 07:03:34
397,172,465,-- ,,309.83,2025-02-05 16:05:39
5337,2257,6,1,796.97,,2023-07-20 02:41:32
23303,9949,484,1,,78.34,2023-05-07 11:35:34
17575,7512,219,1,null,EMPTY,2025-02-22 19:08:12
9398,4022,304,2,332.27,,2025-05-11 13:46:03
7773,3326,441,,,370.78,2024-02-25 02:47:07
113,46,50,1,true,1165.55,2024-12-14 17:03:00
2006,857,198,2,47.13,94.26,2025-04-17 19:48:28
2147,915,95,1,534.2,534.2,2025-07-11 19:29:53
22584,9653,207,1,441.05,441.05,2024-12-03 02:29:24
5723,2427,11,$2.00,420.25,840.5USD,2025-02-07 23:27:14
13027,5566,247,1,89.93000000000002,89.93,2024-06-09 04:49:16
13345,5706,392,,-19805.6,1980.56,2023-06-15 20:50:59
1621,696,162,1,318.53,318.53,2025-06-24 16:44:07
12107,5183,229,,234.75,704.25,2023-03-01 21:53:18
11909,5107,173,1,453.55,453.55,2024-11-10 20:59:16
9097,3889,431,1,171.54,171.54,2025-05-08 09:35:46
14338,6141,118,1,309.46,309.46,2024-11-08 03:07:02
11229,4818,124,$1.00,TBD,,2024-08-19 02:46:26
5330,2253,284,,611.29,611.29,2025-01-16 22:09:13
8431,3614,263,1,379.32,379.32,2025-01-13 01:04:56
10826,4623,201,2,385.26,770.52,2025-05-18 02:38:16
16123,6881,46,-2,1369.15,2738.3,2024-11-07 21:10:21
15119,6467,328,1,"1,032.28",,3025-04-18 18:58:06
538,231,69,1,330.92,-330.92,2025-06-25 00:58:34
22593,9656,11,1,420.25,420.25,2023-12-07 05:03:55
2966,1262,289,2,1532.46,3064.92,
4796,2030,443,3,Inf,573.72,2025-02-16 00:02:34
1536,661,362,-2,331.17,,2023-01-18 06:44:58
7870,3367,354,-1,-107.21,214.42,2024-09-19 07:46:45
17245,7353,211,1,,409.14,2023-06-14 13:23:37
15692,6701,12,,1196.9,abc,2025-05-03 09:07:54
13145,5624,150,1,754.67,-7546.7,2025-07-09 10:48:17 
11815,5065,308,,,341.3,2024-09-02 01:52:46
17157,7315,66,1,717.5,717.5,2023-07-16 05:16:52
19301,8268,3,1,1008.02,1008.02,2025-01-24 23:29:55
814,355,2,,1154.24,1154.24,
4374,1849,41,3,2748.86,,2025-02-13 18:23:48
1408,610,58,null,690.81,690.81,2025-04-08 12:46:32
18604,7971,444,1,330.71,330.71,2025-04-01 11:58:36
6615,2828,360,1,211.64,211.64,2025-03-03 17:48:40
8842,3785,122,,1896.62,1896.62,2024-12-26 06:40:27
13073,5584,453,1,386.12,386.12,2025-06-19 09:53:12
1455,629,271,1,563.91,563.91,  2025-04-22 17:38:07  
21663,9253,412,1,24.77,-2477,2025-06-22 18:03:51
10384,4447,126,EMPTY,766.95,UNKNOWN,2024-09-07 04:21:18
17810,7612,17,1USD,1422.94,#REF!,2025-03-30 22:52:09
656,282,404,1,$25.34,25.34,2025-04-23 20:04:51
23102,9873,186,1,81.56,81.56,2024-08-13 20:30:16
9991,4273,420,2,$26.58,53.16,2022-12-24 02:26:48
6628,2833,296,1,2454.05,Inf,
18827,8072,388,,1928.25,1928.25,2025-01-05 19:58:52
1594,683,44,2,827.87,,2024-08-14 08:59:18
14974,6407,232,1USD,true,261.68,2025-06-06 05:56:20
15125,6470,261,-1,275.33,#N/A,2025-05-10 18:35:51
20816,8895,238,1,365.04,365.04,2025-07-20 23:29:08
22359,9550,30,1.00000000000001,2976.37,2976.37,2023-10-25 22:20:29
6961,2982,58,1,-69081,690.81,2025-06-02 06:41:19
14718,6302,6,$2.00,796.97,-1593.94,2025-01-09 00:48:17
75,29,163,1,443.82,443.82,2025-06-20 11:47:14
684,294,229,1,234.75,234.75,2024-05-31 22:47:23
6724,2877,92,3,455.3,1365.9,2024-09-12 16:06:13
17061,7276,6,1,,796.97,2024-08-28 05:25:41
7079,3030,472,-1,237.45,474.9,2025-01-01 17:17:19
14330,6136,234,1,179.52,179.52,2025-02-07 21:53:45
776,337,272,N/A,910.21,910.21,2024-12-01 08:21:53
11986,5137,406,1,35480,35.48,2025-01-11 09:59:09
12173,5207,59,1,1086.32,,2025-07-03 11:32:01
19905,8512,346,1,893.3,N/A,2025-01-11 22:35:28
7394,3163,498,1,???,51.07000000000001,2025-04-28 14:41:21
11336,4864,370,2,80.03,160.06,
2498,1060,296,--,2454.05,2454.05,2025-06-24 22:05:01
19335,8282,386,1,1672.37,1672.37,2025-07-10 23:09:51
17742,7586,257,1,-1836,-183.6,2024-06-19 14:42:52
3052,1302,123,1,949.13,,2023-04-28 08:55:10
15700,6705,248,0,332.95,332.95,2023-02-18 14:15:03
14608,6264,122,2,1896.62,3793.24,2024-13-45
17304,7380,267,1,true,,2025-05-17 06:59:36
3542,1508,480,2,60.76,121.52,2023-03-01 17:56:36
2932,1246,111,3,,null,2023-12-28 21:12:24
18314,7840,465,1,309.83,abc,2025-04-14 11:31:02
13641,5842,494,1,33.69,33.69,2025-02-21 11:14:37
14673,6287,392,1,1980.56,1980.56,2025-07-23 10:37:16
44,17,294,0,306.37,612.74,???
11260,4831,150,N/A,754.67,1509.34,2023-08-12 13:46:01
7751,3313,422,1,15.52,15.52,2025-06-22 03:23:54
12605,5381,5,,1482.81,2965.62,2024-08-23 01:17:15
4732,1999,137,99999,-728.24,728.24,2024-12-04 09:46:00
2568,1087,439,1,-155.04,155.04,2024-12-28 03:24:31
17867,7641,231,2,397.38,794.76,2025-05-27 04:10:59
16685,7119,342,1,1054.66,1054.66,
7767,3322,298,1,174.86,174.86,2024-10-02 21:17:17
7997,3426,366,3,67.27,201.81,2025-05-30 09:09:24
21198,9054,36,1,,703.48,2025-04-08 20:38:25
10126,4334,88,1,68.61,,2024-10-12 20:25:18
7699,3290,193,2,42.42,84.84,2023-10-31 00:40:14
4594,1940,160,2,400.63,$801.26,2024-11-26 15:13:41
5914,2517,274,1,162820,162.82,2025-06-28 22:52:59
13744,5889,125,1,2319.99,,2025-06-28 03:21:39
10523,4506,462,2,251.92,503.84,2025-05-19 09:58:26
8384,3595,78,-1,402.19,804.38,2025-06-10 16:30:01
6854,2933,409,2,37.02,,2025-03-22 11:23:17
160,69,289,1,1532.46,1532.46,2025-03-08 17:51:51
6482,2773,340,1,862.13,862.13,2025-04-14 08:19:37
3848,1635,124,2,268.15,536.3
23228,9921,308,$1.00,170.65,170.65,2023-11-26 15:44:57
223,93,233,2,101.87,203.74,2024-05-21 15:45:42
15646,6683,45,1,1644.72,1644.72,2024-02-02 17:20:23
517,222,148,1,130.62,130.62,2025-03-27 11:12:42
4407,1862,256,2.00000000000001,92.75,,2025-01-28 03:02:53
11702,5020,38,,abc,5247.12USD,2025-01-19 21:54:56
6137,2624,366,,N/A,134.54,2025-06-23 18:04:57
3216,1374,44,1,827.87,827.87,2023-05-20 22:17:10
6009,2564,200,2,76.32,152.64,2024-02-16 11:51:48
19856,8493,493,1,15.58,15.58,3023-11-06 13:07:56
9075,3879,192,1,,30.16,2023-12-03 17:05:27
22512,9621,198,3,47.13,141.39,2024-07-01 20:29:48
5503,2331,51,1,229.99,229.99,2024-01-20 15:56:14
8344,3579,488,2,47.25,94.5,2023-09-24 07:33:57
17938,7672,306,,238.51,,2025-03-02 03:03:31
8452,3623,37,,,2995.38,3025-06-26 02:23:05
20904,8929,26,1,580.51,#REF!,2025-06-13 05:15:02
2073,886,470,1.00000000000001,54.63,54.63USD,None
7060,3022,145,1,202.43,202.43,2025-01-26 15:30:30
19178,8219,276,1,2583.02,2583.02,2024-04-18 14:14:10
5736,2434,226,1,56.080000000000005,56.08,2025-06-27 00:40:21
23049,9849,190,1,,#N/A,2025-05-27 12:32:22
17586,7518,292,1,2762.94,true,2025-01-30 18:18:18
1246,536,458,2,229.03,458.06,2024-06-29 02:36:18
7736,3308,382,1,Inf,--,2025-06-29 12:22:27
18201,7791,181,2,14.97,29.94,2025-03-13 09:25:36
20629,8817,397,1,760.45,760.45,2025-04-27 10:41:20
13209,5649,494,1,33.69,33.69,2025-05-19 04:03:59
15028,6430,448,1,356.81,-356.81,2025-03-26 22:44:40
9550,4086,308,1,170.65,170.65,TBD
10965,4692,12,EMPTY,1196.9,1196.9,
22342,9543,307,1,208.89,208.89,2025-03-08 10:06:49
13328,5699,391,1,-1039.89,1039.89,--
2110,900,98,1,92.28,92.28,2025-04-22 22:54:03
1292,555,31,1,675.45,675.45,2025-03-25 06:54:55
13036,5568,334,--,None,-2432.16,2024-10-31 11:02:42
7406,3170,53,-5,1205.87,2411.74,2024-06-21 00:07:22
1822,783,492,1,12.11,12.11,2025-04-27 17:48:49
12305,5261,287,1,1977.52,1977.52,2025-05-17 01:50:49
14916,6385,220,3,179.52,538.56,2025-05-31 06:24:56
4609,1945,365,1,-306.73,306.73,2025-03-29 22:55:02
20135,8608,25,1,,495.85,2025-05-13 03:14:54
8816,3773,325,-1,-21049,210.49,2023-03-31 02:20:15
9847,4210,226,1,56.08,56.08,2024-02-16 10:27:37
3134,1339,127,2,781.15,Inf,2024-06-17 19:34:43
11507,4941,451,1,137.33,137.33,2025-04-18 02:13:05
13331,5699,292,1000,2762.94,-276294,
18080,7741,337,1,not available,,2025-06-23 23:15:50
1454,629,361,2,262.85,525.7,
1275,548,426,,255.48,-2554.7999999999997,2025-06-23 22:02:21
2605,1101,470,2,54.63,109.26,2025-06-25 07:26:20
13356,5711,484,1,78.34,78.34,2024-10-06 21:29:33
19647,8408,386,2,,3344.74,2024-03-19 08:34:55
12460,5323,3,-5,1008.02,1008.02,2025-04-06 03:15:04
14780,6328,479,1,74.59,74.59,
3403,1449,349,1,265.79,265.79,2024-06-02 03:02:19
4693,1983,241,1,293.11,293.11,2025-04-17 13:02:40
9296,3981,56,1,1102.12,1102.12,2025-03-18 11:41:31
1058,455,65,2,307.72,615.44,2025-03-31 14:51:22
1223,526,100,1,422.03,422.03,2024-02-09 00:17:34
21012,8976,405,1,,Inf,2025-03-21 13:52:20
3364,1435,118,1,-309.46,309.46,2023-07-22 17:37:10
13258,5668,218,2,304.97,$609.94,2025-02-28 13:04:57
3663,1559,12,1,,1196.9,2025-05-03 05:34:17
1815,778,327,1,abc,1285.37,2024-03-24 09:13:37
14314,6128,255,1,972.72,972.72,2024-07-04 22:49:37
11664,5005,480,3,60.76,182.28,2025-04-28 11:51:54
6001,2559,319,,489.05,489.05,2025-03-05 02:05:58
2326,989,19,1,,1039.13,2025-03-28 04:42:20
4783,2026,302,-2,199.05,398.1,2024-12-06 03:12:22
15835,6760,277,1,2944.6,2944.6,
1633,700,41,-1,2748.86,5497.72,
22790,9737,452,1.01,189.52,-18952,2024-04-13 22:35:33
11549,4961,441,1,370.78,370.78,2025-04-15 13:40:40
17345,7401,238,0,,1095.12,2025-04-22 05:44:06
18697,8011,352,2,230.94,461.88,2024-12-26 13:15:12
12461,5324,453,2,386.12,,2025-02-16 05:55:19
19721,8437,405,0,14.56,14.56,#N/A
8354,3582,464,1,286.95,N/A,2025-07-08 01:41:41
3398,1447,420,2,26.58,53.16,2025-06-03 03:39:56
2615,1106,353,1,329.81,N/A,2025-02-14 15:41:19
629,271,238,1,365.04,365.04,2025-06-24 15:58:53
22930,9801,163,1,-44382,443.82
19801,8471,95,1,534.2,534.2,2025-05-30 11:07:49
15374,6576,87,2,242.27,,2025-05-12 01:18:37
12298,5256,257,None,183.6,183.6,2025-04-11 15:18:31
3350,1428,177,1,48.13,48.13,
278,115,215,3,259.14,,2024-09-25 19:39:44
1254,539,113,1,N/A,2144.16,2025-01-15 04:57:42
2,1,252,1,,286.35,2025-05-12 01:08:25
5922,2522,199,99999,true,176.43,2024-03-13 16:14:21
12544,5359,442,1000,336.88,336.88,2025-04-13 23:21:54
9936,4247,357,1,-313.8,31.38,2025-04-18 16:55:47
14433,6185,213,1USD,356.59,,2025-05-17 09:47:11
5986,2553,490,1,37.8,37.8,2025-04-29 07:50:45
17308,7383,354,1,107.21,107.21,2025-07-03 08:52:57
13611,5829,42,1,1895.83,"1,895.83",2024-12-20 01:43:32
21170,9043,181,1,14.97,14.97,UNKNOWN
12471,5328,428,1,48.66,-48.66,2025-03-07 17:25:48
10715,4581,12,2,"1,196.9",2393.8,2025-02-19 18:14:22
22210,9486,201,abc,,385.26,
22879,9780,85,null,468.78,468.78,2025-04-09 19:31:15
13129,5615,207,99999,441.05,441.05,2024-02-01 15:49:08
15923,6801,229,1,234.75,234.75,2024-10-10 20:52:05
18214,7796,256,1,92.75,92.75,2024-05-26 15:56:38
1315,1000185,1,1,484.78,484.78,2025-03-03 01:44:26
21214,9060,464,2,0,N/A,2025-06-21 20:56:33
18820,8070,337,,1053.26,1053.26,2024-02-01 17:00:18
23375,9978,383,1,1381.3,1381.3,2025-01-10 15:12:41
8577,3671,244,-5,44.58,,2022/12/12 15:44:08
673,288,169,2,-4000.2,-800.04,2025-05-12 02:08:31
4621,1952,224,1,50.61,50.61,2025-01-06 10:39:44
12196,5216,175,2,,563.9,2024-09-23 14:36:52
8981,3839,9,-2,1261.67,2523.34,2024-05-26 23:43:49
7018,3004,146,2,-759.65,"1,519.3",2024-13-45
17024,7262,168,TBD,141.45,141.45,2024-11-26 18:44:51
11758,5043,186,1,81.56,81.56,2024-11-08 12:11:25
18785,8056,89,2,301.63,603.26,2024-02-18 05:58:57
9271,3970,139,1,494.68,N/A,2024-02-13 00:22:05
9239,3954,462,2,,503.84,2025-03-22 01:13:50
6375,2726,192,1,30.16,Inf,2025-05-21 18:24:00
12109,5184,59,1,,1086.32,2025-02-19 08:12:58
12361,5282,480,1,60.76,60.76,2024-12-15 01:15:04
2962,1260,252,1,286.35,286.35,2024-12-22 06:24:03
5256,2224,264,-5,416.11,1248.33,N/A
8410,3607,314,1,,194.45,2023-05-17 04:39:18
22412,9571,474,1,212.23,212.23,2024-10-30 17:02:11
7731,3305,436,true,87.14,,2024-10-19 01:41:38
12651,5402,485,1,43.14,43.14,2025-06-19 13:53:45
23035,9844,325,N/A,210.49,631.47,not a date
20273,8669,105,1,567.74,567.74,2024-11-22 11:44:26
1002,431,150,2,Inf,,2025-03-08 01:30:01
13446,5755,419,,11.61,-23.22,2025-05-02 22:10:28
21193,9052,227,1,Inf,265.89,2025-02-20 14:23:05
219,91,206,3,140.5,421.5,2025-03-27 19:59:37
10362,4436,385,1,1813,1813,2025-04-09 15:19:28
17543,7496,364,#REF!,168.52,168.52,2023-08-06 13:58:32
15468,6616,457,1,377.34,,2024-01-07 20:32:21
14236,6093,161,0,245.84,491.68,2025-05-10 16:06:15
9302,3984,486,1,11.5,11.5,???
16191,6912,129,1,359.52,359.52,2024-08-11 02:09:03
277,114,2,1,1154.24,1154.24,2025-06-12 11:48:50
6520,2788,75,1,271.06,271.06,???
2402,1020,421,1,16.86,16.86,2024-07-06 19:54:57
820,357,135,1,642.37,642.37,2025-02-10 21:05:46
11251,4827,163,2,443.82,887.64,2024-04-10 11:37:11
17662,7550,359,1,,148.93,2025-04-21 07:20:00
6166,2636,12,1,1196.9,1196.9,2025-02-15 13:05:13
13587,5818,176,,44.58,44.58,2024-08-28 05:16:08
19080,8181,177,2,48.13,96.26,2025-04-18 17:29:15,extra_col_value
21962,9379,196,1,37.36,37.36,2024-04-12 16:54:18
564,244,153,2,418.58,837.16,2025-06-10 23:17:20
22334,9541,38,2,,5247.12USD,2024-06-13 21:16:34
20664,8833,122,1,1896.62,1896.62,2025-04-11 02:50:31
18338,7850,28,1,2380.28,"2,380.28",2023-11-19 10:07:54
18506,7921,32,1,2095.21,2095.21,2023-08-24 04:01:56
14684,6290,35,1,1957.39,1957.39,2023-12-28 05:45:22
3356,1431,238,3,365.04,"1,095.12",2024-12-04 12:33:49
19385,8301,180,1,34.7,34.7,2025-05-16 16:50:08
4242,1797,201,1,,385.26,2024-02-03 00:02:21
15507,6631,125,,2319.99,true,2025-03-13 01:33:03
4943,2094,459,null,-447.79,-447.79,
8496,3639,173,2,453.55,907.1,3024-03-18 00:57:08
15842,6762,194,1,23.46,23.46,2025-01-04 04:59:28
23143,9889,226,1,56.08,56.08,2025-02-05 08:21:06
13799,5914,409,2,abc,74.04,2025-04-08 17:57:03
23212,9914,437,2,-245.55,491.1,2024-03-16 09:58:53
7133,3051,286,-5,2462.98,,2025-04-22 08:14:28
2799,1181,54,1,592.71,592.71,2024-07-19 08:03:06
14605,6262,494,-5,33.69USD,67.38,2023-12-19 05:41:52
17057,7274,234,2,179.52,359.04USD,2024-07-19 01:14:36
22918,9795,184,1,29.21,29.21,2025-06-26 19:37:40
22944,9807,230,#N/A,,-372.58,2023-05-18 22:19:18
12796,5463,103,1,833.42,833.42,
22224,9494,142,1,0,611.81,2025-03-03 06:26:23
4589,1937,163,1,443.82,443.82,2024-07-27 17:42:44
1284,551,1000280,,538.35,1076.7,2025-01-07 18:13:17
3527,1502,291,1,182.59,182.59,2025-01-09 11:55:18
8659,3704,112,2,273.15,,2024-12-17 07:34:43
11786,5052,275,1,447.72,447.72,2025-05-05 11:15:20
22660,9686,465,1,309.83,309.83,2023-08-20 07:24:13
15731,6716,139,1,,494.68,2025-06-02 23:53:01
13848,5936,251,1,630.51,630.51,2023-07-14 19:39:22
18415,7884,65,1,307.72,307.72,2024-03-24 12:20:30
5635,2394,190,#N/A,78.53,,2024-06-20 06:46:25
12293,5254,221,1,125.6,125.6,2024-07-10 15:27:31
8271,3548,471,1,383.55,383.55,EMPTY
3028,1290,2,2,1154.24,2308.48,2025-02-19 23:15:53
10947,4684,202,1,372.28,372.28,2025-06-19 17:46:39
19792,8466,98,1,92.28,,2024-05-12 23:00:03
8719,3732,360,2,true,-423.28,
22536,9633,94,1,445.98,445.98,2024-02-24 20:02:15
1464,633,302,#N/A,199.05,199.05,2025-06-08 13:30:49
18742,8031,160,0,400.63,400.63,2025-07-16 07:43:25
19912,8515,299,N/A,1208.19,2416.38,2024-06-18 09:26:11
13998,5998,311,1,-2531.1000000000004,253.11,
14813,6343,420,1,26.58,26.58,2024-07-23 17:02:20
20756,8870,271,EMPTY,563910,563.91,2025-01-28 17:43:28
11617,1000000,284,1,611.29,,2024-12-29 11:06:14
4100,1741,39,1,1448.85,1448.85,2025-06-01 02:35:04
12258,5241,352,1,230.94,230.94,2025-06-22 18:00:31
4865,2061,404,2,25.34,50.68,2024-10-09 10:01:27
20652,8829,43,1,2147.8,2147.8,2024-08-06 12:17:46
6338,2711,230,1,372.58,372.58,2025-05-20 09:16:13
11405,4898,278,1,2846.65,2846.65,2024-12-06 23:16:23
1893,809,366,1,67.27,EMPTY,2022-03-04 06:11:14
4875,2065,388,1,,-1928.25,2023-09-21 23:53:00
3051,1301,110,-1,NaN,1058.08,2025-06-23 21:48:26
10442,4471,277,1,2944.6,2944.6,2025-06-18 08:33:34
6894,2951,270,1,-496.65,,2025-04-12 14:44:06
20557,8789,415,1,47940,47.94,2024-03-28 04:58:08
20192,8635,10,1,458.66,458.66,2025-04-07 12:19:50
8755,3746,25,1,495.85,495.85,2025-01-28 02:24:19
1124,480,50,1,1165.55,1165.55,2025-03-24 06:54:10
3264,1393,391,null,1039.89,1039.89,2024-12-01 10:21:43
17117,7296,158,1,339.83,339.83,2025-04-19 14:19:25
8433,3614,30,,2976.37,2976.37,2025-01-13 01:04:56
23208,9914,70,1,891.97,891.97,3024-03-16 09:58:53
14797,6337,169,1,400.02,400.02,"Mar 27, 2024"
8951,3827,120,0,299.06,299.06,2025-05-03 02:33:52
4741,2006,459,2,,,2025-05-13 17:07:08
17936,7671,379,1,,null,2024-12-13 23:30:49
12670,5409,294,1,-306.37,-3063.7,2025-02-06 16:52:02
10760,4597,325,2,,420.98,2025-06-01 05:55:52
21389,9134,362,1,331.17,331.17,2025-05-06 04:57:23
19976,8540,163,0,,887.64,2024-11-07 19:45:53
20495,8757,212,1,209.67,209.67,2025-02-11 01:54:18
10381,4446,209,2,-80.37,160.74,2024-10-12 12:13:05
20443,8737,288,2,#REF!,4256.16,2024-10-06 10:31:04
6571,2807,304,99999,332.27,664.54,2025-06-22 05:03:42
1895,809,293,1,944.59,-944.59,2022-03-04 06:11:14
15632,6679,54,1,null,592.71,2025-05-07 03:27:35
8069,3461,242,1,78.69,78.69,3024-04-03 14:38:46
2927,1243,407,-5,0,43.27,
1036,445,198,1,TBD,47.13,2025-01-20 04:27:57
15744,6721,484,3,-78.34,235.02,2024/01/08 10:57:30
1679,724,488,1,47.25,47.25,2025-05-27 04:06:28
2835,1202,475,#REF!,117.44,234.88
5746,2440,170,N/A,88.55,88.55,  2025-02-01 20:57:28  
2790,1180,95,-1,$534.20,534.2,2024-05-22 04:10:31
3258,1391,350,2,78.56,157.12,2025-04-18 10:01:33
2813,1189,142,3,611.81,1835.43,2024-03-22 05:58:47
2975,1265,191,,53.8,107.6,2025-05-02 17:06:12
4203,1781,77,1,-107.36,107.36,2024-02-15 22:44:42
9627,4118,340,#REF!,862.13,862.13,2024-11-26 01:13:33
767,333,364,2,168.52,-3370.4,2025-02-18 20:40:28
18453,7900,368,-1,145.23,145.23,
11485,4930,224,1,50.61,,2024-02-22 07:03:14
22780,9733,58,2,690.81,1381.62,2024-10-20 07:06:47
7873,3368,345,1,1221.93,1221.93,
4919,2082,392,,,1980.56,2023-07-04 11:52:29
17516,7482,387,2,1323.61,2647.22,2025-06-02 03:12:03
5782,2456,340,3,-8621.3,2586.39,
21493,9177,52,2,918.14,None,???
3480,1000171,267,-2,951.44,1902.88,2023-05-27 05:00:08
5984,2553,365,1,306.73,,2025-04-29 07:50:45
2194,935,452,1.01,189.52,-189.52,2025-07-03 17:52:02
11788,5053,324,1,476.43,???,2025-02-03 15:58:14
8554,3663,264,,416.11,416.11,2024-06-28 06:33:49
19570,8377,297,1,2362.25,2362.25,2024-07-04 19:51:48
10106,4325,424,1,37.76,37.76,2025-01-21 11:48:57
13927,5969,56,1,1102.12,1102.12,2025-06-20 13:52:51
4315,1827,124,1,268.15,268.15,2025-05-09 18:51:26
22404,9567,168,1,141.45,--,2023-10-16 12:15:32
10175,4355,50,1,#REF!,$1165.55,2025-02-19 02:31:50
12092,5176,497,3,10.68,,2025-01-22 02:03:45
21187,9050,211,2,not available,818.28,2025-03-23 15:16:58
14176,6069,466,1,103.7USD,-10370,2024-06-07 11:23:00
10107,4325,371,,60.49,60.49,1737460137
4172,1768,19,3,1039.13,3117.39,2025-05-26 12:27:20
8439,3617,176,0,44.58,44.58,2025-02-14 07:37:41
20276,8671,379,1,1192.75,1192.75,2025-04-21 13:42:25
19886,8505,456,1,221.62,221.62,2025-06-22 05:00:52
9734,4159,486,#N/A,11.5,-2300,
4906,2077,149,1,102.61,102.61,2025-04-22 14:22:55
13968,5986,366,NaN,67.27,67.27,
7167,3066,441,1,,370.78,not a date
9081,3881,122,2,1896.62,3793.24,2025-06-22 11:49:08
10901,4661,389,1,776.72,776.72,2024-09-04 16:27:29
13596,5822,183,1,91.53,91.53,2025-06-14 19:21:22
16864,7196,128,2,-14618,292.36,2024-07-13 15:06:50
4127,1750,303,1,-153.51,153.51,2024-08-24 14:23:23
4559,1925,472,2,237.45,474.9,???
6262,2676,310,1,-440.51,440.51,
5335,2257,189,1,21.03,21.03,2023-07-20 02:41:32
6286,2689,160,UNKNOWN,400.63,801.26,2024-09-11 00:17:49
918,397,111,1,792.13,792.13,2025-03-30 05:19:26
