id,customer_id,shipping_address_id,billing_address_id,coupon_id,status,subtotal,discount_amount,tax_amount,shipping_cost,total_amount,order_date,created_at,updated_at
1294,1801,2714,2714,,returned,1066.6,0,85.33USD,0,1151.93,2025-03-12 20:39:31,2025-03-12 20:39:31,2025-03-12 20:39:31
7927,2126,1000060,3227,,delivered,1359.15,0,108.73,0,1467.88,2023-01-15 09:30:21,2023-01-15 09:30:21,2023-01-15 09:30:21
2733,4458,6714,6714,,delivered,697.3,,-55.78,0,753.08,2025-01-25 06:19:47,2025-01-25 06:19:47,2025-01-25 06:19:47
1879,3967,5993,5994,,SHIPPED,774.81,0,61.98,,,2025-05-27 09:34:05,2025-05-27 09:34:05,2025-05-27 09:34:05
1647,2125,3225,3225,,DELIVERED,1551.47,0,124.12,0,1675.59,2025-02-27 08:02:05,,2025-02-27 08:02:05
7713,4287,6461,6461,21,,2713.49,814.05,151.96,0,,,2024-03-10 19:33:53,2024-03-10 19:33:53
6190,3708,5591,5591,29,cancelled,2194.05,5,175.12,0,2364.17,2025-01-20 23:39:10,2025-01-20 23:39:10,2025-01-20 23:39:10
3891,1016,1542,1542,,,1903.53,0,152.28,0,2055.81,2024-06-14 16:00:56,2024-06-14 16:00:56,2024-06-14 16:00:56
7253,596,917,917,,delivered,529280,0,42.34,0,571.62,2023-07-15 03:10:36,2023-07-15 03:10:36,2023-07-15 03:10:36
9530,2618,3963,3963,,delivered,,0,47.6,0,642.55,2025-02-06 00:24:33,,2025-02-06 00:24:33
7667,363,561,561,,delivered,287.96,0,23.04,0,311,2023-12-09 09:47:58,,3023-12-09 09:47:58
9275,1042,1579,1580,,delivered,,0,110.81,0,1495.88,,2024-01-21 04:14:37,2024-01-21 04:14:37
6687,4611,6953,6953,,SHIPPED,1186.79,0,94.94,0,1281.73,2025-06-11 23:32:08,2025-06-11 23:32:08,--
9567,2519,3807,3807,,shipped,0,0,,0,2175.78,2023-10-16 12:15:32,2023-10-16 12:15:32,2023-10-16 12:15:32
3895,2886,4375,4375,,delivered,447.79,0,35.82,abc,-48361,2024-07-24 13:52:05,2024-07-24 13:52:05,2024-07-24 13:52:05
5034,3891,5879,5880,,delivered,8103.45,0,,0,,2024-05-07 22:41:04,2024-05-07 22:41:04,2024-05-07 22:41:04
8289,1596,2399,2399,,delivered,686.95,0,-549.6,0,N/A,2025-06-05 00:14:52,2025-06-05 00:14:52,2025-06-05 00:14:52
2642,4303,6480,6481,,delvered,874.28,0,69.94,0,944.22,2025-03-12 11:49:13,,2025-03-12 11:49:13
5811,2193,3320,3320,,delivered,583.89USD,0,46.71,1e-14,N/A,2025-05-19 13:03:12,2025-05-19 13:03:12,2025-05-19 13:03:12
9526,624,958,959,36,delivered,null,300.74,NaN,0,757.86,2024-05-28 01:57:09,2024-05-28 01:57:09,2024-05-28 01:57:09
3549,2545,3844,3844,,DELIVERED,3178.18,0,254.25,0,3432.43,2023-09-10 01:40:09,2023-09-10 01:40:09,2023-09-10 01:40:09
9541,1195,1789,1789,36,,6558.95,1967.69,-367.3,0,4958.56,06-13-2024,None,--
1311,4218,6355,6355,,DELIVERED,313.29,0,25.06USD,0,338.35,2025-06-27 12:06:37,2025-06-27 12:06:37,2025-06-27 12:06:37
1801,165,259,259,,returned_typo,1559.63,0,124.77,0,1684.4,2024-06-02 18:37:23,2024-06-02 18:37:23,2024-06-02 18:37:23
9077,1862,2812,2812,,delivered,???,null,238.94,0,3225.74,2025-06-12 20:22:24,2025-06-12 20:22:24,2025-06-12 20:22:24
691,1389,2076,2077,33,delivered,296.16,29.62,21.32,0,0,2024-07-10 03:33:54,2024-07-10 03:33:54,2024-07-10 03:33:54
4779,4484,6758,6758,,returned,826.79,0,66.14,0,,2025-03-15 09:17:41,2025-03-15 09:17:41,2025-03-15 09:17:41
5429,2344,3545,3545,,PROCESSING,239.83,0,19.19,0,259.02,2025-02-13 23:25:45,2025-02-13 23:25:45,2025-02-13 23:25:45
5643,3632,5484,5484,,delivered,135.42,0,10.83,0,146.25,2025-01-12 11:33:15,2025-01-12 11:33:15,2025-01-12 11:33:15
1345,3197,4839,4840,,delivered,,,241.85,0,3265.01,2025-07-01 12:20:25,2025-07-01 12:20:25,2025-07-01 12:20:25
2636,3152,4772,4772,,delivered,3009.9,,N/A,abc,3250.69,2025-02-15 13:05:13,2025-02-15 13:05:13,2025-02-15 13:05:13
8455,4544,6848,6848,,returned,890.18,0,71.21,0,-96139,2025-04-12 13:54:31,2025-04-12 13:54:31,???
4512,4153,6267,6267,,delivered,#N/A ,0,-4846,0,654.19,2023-12-17 22:40:12,2023-12-17 22:40:12,UNKNOWN
5343,4068,6132,6132,,processing,4069.62,0,EMPTY,0,4395.19,2025-03-21 19:44:19,2025-03-21 19:44:19,2025-03-21 19:44:19
1077,4922,7404,7404,45,delivered,-240367.99999999997,25,190.29,0,2568.97,2025-02-20 17:11:15,TBD,2025-02-20 17:11:15
6348,4617,6965,6965,,delivered,1992.59,,,0,,2025-01-13 11:47:39,2025-01-13 11:47:39,2025-01-13 11:47:39
4796,109,174,176,,delivered,3541.41,0,283.31,0USD,3824.72,2023-10-10 14:50:04,2023-10-10 14:50:04,2023-10-10 14:50:04
2837,2543,3841,3842,,DELIVERED,6965.68,,-557.25,0,7522.93,2024-08-05 13:35:12,not available,2024-08-05 13:35:12
5885,4800,7225,7226,,DELIVERED,-18629,0,149.03,0,$2011.93,2024-12-16 07:07:15,2024-12-16 07:07:15,2024-12-16 07:07:15
6750,108,173,173,,processing,1139.4,0,91.15,0,1230.55,2025-07-07 22:02:03,2025-07-07 22:02:03,2025-07-07 22:02:03
7084,525,811,811,,processing,932.97USD,0,,0,-100761,2025-03-06 12:57:47,2025-03-06 12:57:47,
1316,1913,2891,2891,,delivered,1899.82,0,151.99,0,2051.81,2024-11-25 17:38:29,2024-11-25 17:38:29,2024-11-25 17:38:29
9032,4400,6629,6629,,delivered,262.85,0,$21.03,0,,2024-11-11 09:18:41,2024-11-11 09:18:41,2024-11-11 09:18:41
9044,2214,3350,3350,21,DELIVERED,-5146.9,1544070,288.23,0,3891.06,2024-02-08 05:53:07,2024-02-08 05:53:07,
3796,1189,1778,1778,,processing,1857.06,0,,0,None,2024-05-11 13:57:33,2024-05-11 13:57:33,2024-05-11 13:57:33
4529,618,949,949,,processing,54.04,0.01,4.32,0,58.36,,,2025-03-08 20:59:04
3805,1174,1758,1758,,processing,629.01,0,50.32,0,679.33USD,  2025-01-19 15:04:14  ,2025-01-19 15:04:14,2025-01-19 15:04:14
2617,4792,7214,7215,,delivered,618.32,0,49.47,0,None,2025-05-21 07:12:19,2025-05-21 07:12:19,2025-05-21 07:12:19
6535,2559,3865,3866,,shipped,529.69USD,0,-4238,0,572.07,2025-03-17 20:25:38,2025-03-17 20:25:38,2025-03-17 20:25:38
761,1814,2735,2736,,delivered,1924.37,0,153.95,0,2078.32,2025-03-15 16:16:13,2025-03-15 16:16:13,2025-03-15 16:16:13
6051,2403,3640,3640,,DELIVERED,6188.16,0,495.05,0,null,2023-08-14 20:12:38,TBD,2023-08-14 20:12:38
3392,1066,1611,1611,,,1430.28,0,114.42,EMPTY,1544.7,2025-02-03 12:26:37,2025-02-03 12:26:37
8606,1945,2945,2946,39,delivered,5743.8,1723.14,321.65,0,-4342.31,2025-02-06 18:14:31,None,2025-02-06 18:14:31
3362,296,459,459,,processing,1584.26,0,126.74,0,1711,???,2024-01-01 17:25:38,2024-01-01 17:25:38
1070,304,471,472,,delivered,182.69,0,14.62,0,197.31USD,2024-11-03 23:18:49,2024-11-03 23:18:49,
7080,82,133,134,,,-626.67,0,50.13,0,676.8,2025-03-24 22:58:18,2025-03-24 22:58:18,2025-03-24 22:58:18
6408,3693,5569,5569,1000036,,858.63,???,-618.2,0,UNKNOWN,2024-05-24 12:46:41,2024-05-24 12:46:41,2024-05-24 12:46:41
1381,1144,1716,1717,,returned,1905.84,,,0,2058.31,2025-03-21 05:08:41,2025-03-21 05:08:41,2025-03-21 05:08:41
3850,2679,4055,4055,,returned,501.23,1e-14,$40.10,0,541.33,,2025-02-25 12:59:44,2025-02-25 12:59:44
7088,3202,4849,4850,32,delivered,2116.16,105.81,N/A,0,,,2024-10-06 10:05:42,2024-10-06 10:05:42
7222,4863,7316,7317,39,delivered,2341.74,702.52,,0,-17703.6,2025-04-11 09:06:06,2025-04-11 09:06:06,2025-04-11 09:06:06
4764,476,728,728,29,processing,1075.44,5,-85.64,0,1156.08,2024-12-22 15:16:08,2024-12-22 15:16:08,2024-12-22 15:16:08
5943,1631,2459,2460,,Delivered,,0,,0,238.31,2024-06-09 20:37:36,2024-06-09 20:37:36,
8620,4511,6796,6796,,shipped,454.2,0,36.34,0,490.54,2024-12-22 17:21:24,2024-12-22 17:21:24,3024-12-22 17:21:24
7624,1643,2477,2477,32,delivered,450.22,22.51,-3422,0,461.93,2024-11-04 06:52:17,2024-11-04 06:52:17,2024-11-04 06:52:17
8477,1396,2089,2088,,delivered,281,0,true,0,303.48,2024-04-29 18:36:01,2024-04-29 18:36:01
3890,3608,5446,5446,,DELIVERED,1181.69,0,94.54,0,1276.23,2025-01-16 03:56:07,not available,2025-01-16 03:56:07
5453,10,20,20,,delivered,4278.52,0,342.28,0,#REF!,2025-06-17 13:27:26,2025-06-17 13:27:26,2025-06-17 13:27:26
538,1455,2189,2190,,  processing  ,,0,209.23,0,2824.61,2024-05-22 21:52:34,2024-05-22 21:52:34,2024-05-22 21:52:34
650,420,646,646,,processing,,0,274.06,N/A,3699.79,2024-11-18 04:09:08,2024-11-18 04:09:08,2024-11-18 04:09:08
7710,3167,4792,4793,,delivered,1957.39USD,,156.59,0,2113.98,2025-02-11 13:04:28,2025-02-11 13:04:28,null
4650,2180,3301,3301,,delivered,291.62,0,-23.33,0,314.95,2025-04-01 22:10:51,2025-04-01 22:10:51,2025-04-01 22:10:51
7996,4309,6490,6490,,delivered,-137.66,0,11.01,0,148.67,2023-05-19 21:02:56,2023-05-19 21:02:56,2023-05-19 21:02:56
9563,2211,3343,3344,,shipped,2257.5,0,180.6,0,2438.1,1749560159,2025-06-10 12:55:59,2025-06-10 12:55:59
6834,3477,5252,5252,,delivered,1775.56,,142.04,0,-1917.6,2024-12-21 01:20:06,2024-12-21 01:20:06,2024-12-21 01:20:06
5840,98,158,158,,,572.57,0,45.81,null,618.38,2025-01-29 11:15:42,2025-01-29 11:15:42,2025-01-29 11:15:42
8955,4246,6395,6395,38,delivered,1728.69,86.43,131.38,0,,2025-01-20 15:04:28,2025-01-20 15:04:28,2025-01-20 15:04:28
1681,864,1308,1308,,pending,2838.54,0,not available,0,3065.62,2024-07-10 21:42:48,2024-07-10 21:42:48,2024-07-10 21:42:48
9192,156,245,245,,,982.7,0,78.62,0,1061.32,2025-05-14 10:20:38,2025-05-14 10:20:38,2025-05-14 10:20:38
8593,2464,3733,3733,,delivered,306.73,0,24.54,None,-331.27,2024-12-09 11:47:43,2024-12-09 11:47:43,2024-12-09 11:47:43
1126,596,917,917,,processing,,0,59.77,0,806.86,???,2025-02-26 04:06:54,2025-02-26 04:06:54
3042,332,513,513,44,SHIPPED,-140985,211.48,$95.87,UNKNOWN,1294.24,2025-07-09 11:56:01,2025-07-09 11:56:01,2025-07-09 11:56:01
4934,1877,2834,2835,,pending,N/A,,-122.6,0,1655.15,2025-05-28 03:09:36,2025-05-28 03:09:36,2025-05-28 03:09:36
1028,3122,4730,4729,,delivered,-15926.199999999999,0,127.41,abc,1720.03,11/04/2023,2023-04-11 23:33:44,
4500,4108,6196,6196,,shipped,true,0,0,0,0,2024-04-27 03:37:35,2024-04-27 03:37:35,2024-04-27 03:37:35
7915,2925,4427,4427,21,processing,2331.1,699.33,TBD,N/A,1762.31,2024-01-20 20:09:30,2024-01-20 20:09:30,2024-01-20 20:09:30
2488,966,1471,1471,,,N/A,0,18.15,0,245.02,2025-03-24 20:09:49,N/A,2025-03-24 20:09:49
4054,2311,3495,3496,,delivered,1396.49,0,111720,0,abc,00/00/0000,2025-04-08 06:43:10,2025-04-08 06:43:10
6467,4936,7420,7421,39,DELIVERED,1282.81,384.84,71.84,0,969.81,2025-04-18 18:58:06,2025-04-18 18:58:06,2025-04-18 18:58:06
2111,2288,3466,3466,,,,0,40.08,0,,2025-03-21 15:54:01,2025-03-21 15:54:01,2025-03-21 15:54:01
7544,884,1341,1342,,,339.83,,27.19,#N/A,,2025-04-03 21:54:57,2025-04-03 21:54:57,2025-04-03 21:54:57
1809,2966,4489,4489,45,processing,3733.67,25,296.69,0,4005.36,2025-04-08 23:47:45,2025-04-08 23:47:45
6691,4610,6952,6952,,delivered,2763.78,0,221.1,0,2984.88,2023-11-23 15:45:29,,2023-11-23 15:45:29
7451,3279,4950,4950,,delivered,4206.94,0,336.56,0,4543.5,2024-09-19 23:24:07,2024-09-19 23:24:07,2024-09-19 23:24:07
1940,4574,6896,6897,,delivered,NaN,0,$157.26,,-212294.99999999997,2024-11-26 15:13:41,2024-11-26 15:13:41,2024-11-26 15:13:41
7122,3950,5966,5966,1,delivered,1188.3,178.24,80.8,0,1090.86,2023-01-15 08:35:41,15.01.2023,2023-01-15 08:35:41
459,2334,3530,3531,,shipped,1578.74,0,126.3,0,1705.04,2025-05-20 21:28:00,2025-05-20 21:28:00,TBD
3145,2057,3123,3123,,delivered,,0,127.99,0,1727.84,2025-02-10 10:53:15,2025-02-10 10:53:15,  2025-02-10 10:53:15  
6744,2291,3470,3470,,DELIVERED,520.68,0,,0,562.33,2024-11-22 19:36:12,2024-11-22 19:36:12,2024-11-22 19:36:12
6878,977,1487,1487,40,deliveredd,null,,352.35,0,-4756.77,2025-06-01 05:36:19,2025-06-01 05:36:19,2025-06-01 05:36:19
8973,642,988,988,,delivered,222.78,,null,0,-240.6,2024-05-30 20:48:28,2024-05-30 20:48:28,2024-05-30 20:48:28
7201,2687,4066,4066,,Processing,4706.58,,,0,-508310.99999999994,2022-11-03 04:17:43,2022-11-03 04:17:43,
9441,2175,3295,3295,,  delivered  ,,0,43.74,0,590.44,2025-06-18 21:07:23,2025-06-18 21:07:23,2025-06-18 21:07:23
9577,2027,3076,3076,,delivered,Inf,0,222.06,0,2997.82,2025-01-09 23:48:41,2025-01-09 23:48:41,2025-01-09 23:48:41
8653,4221,6358,6358,,pending,,0,302.54,0,4084.3,2024-10-03 01:27:20,2024-10-03 01:27:20,2024-10-03 01:27:20
72,3560,5381,5381,38,delivered,-2294.82,-114.74,174.41,,,,2025-03-14 17:35:24,
6274,3469,5239,5239,,returned,951.44,0,76.12,0,1027.56,2025-06-02 01:39:10,2025-06-02 01:39:10,2025-06-02 01:39:10
3763,498,767,767,,delivered,451.55,0,36.12,0,487.67,,2022-06-24 09:46:34,2022-06-24 09:46:34
5394,1616,2431,2431,,canceled,1103.07,0,88.25,0,1191.32,2025-05-21 10:12:24,2025-05-21 10:12:24,2025-05-21 10:12:24
9012,1000135,6472,6472,17,pending,1157.72,57.89,87.99,0,1187.82,2024-01-03 21:24:04,2024-01-03 21:24:04,2024-01-03 21:24:04
2665,4986,7494,7495,,delivered,450.22,0,36.02,0,486.24,UNKNOWN,2025-06-06 07:06:36,2025-06-06 07:06:36
2368,1833,2764,2764,,cancelled,665.85,true,???,0,719.12,,2025-06-02 18:23:39,2025-06-02 18:23:39
5262,328,506,507,,Delivered,1994.64,true,,0,-215421,11-05-2023,2023-11-05 16:28:46,not available
7875,1924,2907,2908,,delivered,114.31,0,,0,123.45USD,2023-03-09 17:19:27,2023-03-09 17:19:27,2023-03-09 17:19:27
5552,1529,2300,2301,,returned,125.54,0,10.04,0,135.58,2024-11-08 08:48:27,2024-11-08 08:48:27,
8529,4620,6969,6970,28,delivered,3227.3,161.37,245.27,0,,null,2024-09-03 18:29:37,2024-09-03 18:29:37
633,4696,7079,7080,,delivered,2634.78,0,210.78,0,2845.56,2025-06-08 13:30:49,2025-06-08 13:30:49,2025-06-08 13:30:49
3580,4326,6518,6519,44,delivered,-9024.6,135.37,61.37,0,828.46,2025-05-21 06:04:28,,2025-05-21 06:04:28
1450,4360,6569,6570,,,,0,1.68,,28.7,2025-04-24 14:57:13,2025-04-24 14:57:13,2025-04-24 14:57:13
4959,3547,5357,5358,,,2601.96,0,208.16,0,$2810.12,2025-06-05 10:28:38,2025-06-05 10:28:38,2025-06-05 10:28:38
2992,4749,7160,7161,,delivered,-32811.3,,262.49,0,-354362,2025-04-07 14:33:55,2025-04-07 14:33:55,2025-04-07 14:33:55
4300,427,654,654,,returned_typo,2413.34,0,193.07,0,2606.41,2025-02-09 07:24:28,,2025-02-09 07:24:28
6956,3888,5874,5875,,deliverd,497.74,0,N/A,1e-14,537.56,None,2025-07-06 01:10:17,2025-07-06 01:10:17
86,3883,5868,5868,,processing,4500.34,0,360.03,0,4860.37,,2025-03-12 01:28:06,not a date
1392,3625,5476,5476,,delivered,105.07,,8.41,0,113.48,2025-04-12 04:51:58,2025-04-12 04:51:58,2025-04-12 04:51:58
1085,4134,6236,6237,,processing,true,0,217.95,0,-294232,2024-13-45,2024-09-29 17:47:10,2024-09-29 17:47:10
7349,2831,4289,4290,,delivered,1875.4,,150.03,0,2025.43,2023-10-16 13:48:30,2023-10-16 13:48:30,2023-10-16 13:48:30
3415,4431,6679,6680,,returned,1928.25,null,154.26,0,Inf,2024-02-24 08:56:20,2024-02-24 08:56:20,2024-02-24 08:56:20
3052,2642,4001,4003,,processing,502.71,0,40.22,,542.93,2025-04-09 15:30:56,2025-04-09 15:30:56,2025-04-09 15:30:56
6283,3748,5652,5652,,shipped,1259.78,0,100.78,0,1360.56,2023-12-26 12:41:48,2023-12-26 12:41:48,2023-12-26 12:41:48
3699,1216,1818,1818,,returned,1421.87,0,113.75,0,1535.62,2025-06-22 06:50:12,2025-06-22 06:50:12,2025-06-22 06:50:12
7316,1423,2131,2132,,delivered,EMPTY,0,284.02,0,3834.33,2025-06-07 23:56:38,2025-06-07 23:56:38,2025-06-07 23:56:38,extra_col_value
9293,3038,4603,4603,,N/A,4131.52,0,330.52,,,#N/A,2025-06-24 04:48:18,2025-06-24 04:48:18
8312,758,1156,1156,,Pending ,1461.56,0,116.92,N/A,1578.48,2022-11-20 23:22:32,2022-11-20 23:22:32,2022-11-20 23:22:32
1203,2930,4434,4435,,delivered,-1520.9,0,121.67,#REF!,1642.57,2024-02-15 22:48:31,2024-02-15 22:48:31,UNKNOWN
8420,2102,3189,3190,,UNKNOWN,132.29,0,10.58,0,142.87,2025-04-03 17:56:20,2025-04-03 17:56:20,2025-04-03 17:56:20
8255,1832,2763,2763,,returned,3587.04,0,None,0,3874,2025-02-20 09:20:23,2025-02-20 09:20:23,
593,2210,3342,3342,,pending,1446.28,0,115.7,0,1561.98,,2023-09-30 21:10:58,2023-09-30 21:10:58
6188,1395,2086,2086,,  delivered  ,754.47,0,,,814.83,2025-03-25 00:12:03 ,2025-03-25 00:12:03,2025-03-25 00:12:03
9388,979,1489,1489,,delivered,11.61,0,0.93,7.99,20.53,2025-04-14 02:56:47,2025-04-14 02:56:47,2025-04-14 02:56:47
4386,754,1151,1151,,delivered,1132.73,0,90.62,0,1223.35,2025-02-08 20:37:52,2025-02-08 20:37:52,
4071,623,957,957,,DELIVERED,11.5,0,0.92,7.99,,2025-06-20 05:49:58,2025-06-20 05:49:58,2025-06-20 05:49:58
571,572,886,886,,shipped,5723.55,0,457.88,0,0,2022-11-14 10:33:24,2022-11-14 10:33:24,2022-11-14 10:33:24
3994,3994,6027,6027,,pending,-121151,0,-9692,$0.00,-1308.43,2024-02-27 05:06:46,,2024-02-27 05:06:46
3490,424,651,651,,delivered,3833.67,0,306.69,0,4140.36,2025-06-10 10:31:50,2025-06-10 10:31:50,3025-06-10 10:31:50
2995,4387,6612,6612,,delivered,3928,0,314.24,0,,2025-03-16 01:17:48,EMPTY,2025-03-16 01:17:48
131,3544,5352,5352,,processing,,None,85.26,0,1151.05,2025-06-08 04:58:32,2025-06-08 04:58:32,2025-06-08 04:58:32
9979,1404,2102,2102,,RETURNED,224.65,0,17.97,0,242.62,2024-12-28 10:47:00,2024-12-28 10:47:00,2024-12-28 10:47:00
7364,4456,6712,6712,,delivered,#REF!,0,162.01,0,2187.19,2024-07-01 21:05:03,2024-07-01 21:05:03,2024-07-01 21:05:03
6571,2141,3249,3250,,delivered,3119.67,0,-24957,0,-3369.24,2023-08-21 16:38:40,,2023-08-21 16:38:40
3577,4997,7508,7510,,DELIVERED,447.79,0,35.82,0,-4836.1,,2025-01-17 07:56:39,2025-01-17 07:56:39
9844,3968,5995,5996,,shipped,3990.6,0,319.25,0,4309.85,2024-11-21 00:38:25,2024-11-21 00:38:25,2024-11-21 00:38:25
1989,1156,1733,1733,,delivered,931.45,0,74.52,0,1005.97,2025-05-10 02:01:40,2025-05-10 02:01:40,2025-05-10 02:01:40
2668,4651,7016,7017,,delivered,EMPTY,0,289.95,0,3914.35,2025-02-22 00:19:33,2025-02-22 00:19:33,
2019,2835,4294,4294,,  delivered  ,-22996.100000000002,0,183.97,0,2483.58,2025-02-24 14:24:48,2025-02-24 14:24:48,2025-02-24 14:24:48
1829,257,399,399,,delivered,6961.7,,556.94,0,7518.64,2025-06-26 12:38:06,2025-06-26 12:38:06 ,2025-06-26 12:38:06
1242,3160,4783,4784,,delivered,2686450,0,214.92,0,2901.37,2025-06-20 05:49:13,2025-06-20 05:49:13,???
1982,2072,1000134,3145,,processing,N/A,0,5.81,0,,,2023-06-13 09:54:07,
1627,1396,2089,2088,,delivered,1616.68,0,129.33,null,1746.01,2024-04-21 15:15:21,2024-04-21 15:15:21,2024-04-21 15:15:21
2625,3623,5471,5472,7,DELIVERED,2595.19,648.8,155.71,0,2102.1,2022-10-29 16:17:39,2022-10-29 16:17:39,2022-10-29 16:17:39
1947,1166,1746,1746,,shipped,1044.75,0,83.58,0,1128.33,2023-09-17 17:49:51,2023-09-17 17:49:51,2023-09-17 17:49:51
9884,3416,5150,5151,,delivered,-651245,0,521,0,-70334.5,2024-08-03 23:05:27,
2544,1489,2237,2238,,delivered,1606.66,0,128.53,0,1735.19,2024-10-15 06:09:08,2024-10-15 06:09:08,2024-10-15 06:09:08
3799,4206,6339,6339,,shipped,1947.86,0,155.83,0,2103.69,2025-04-16 22:45:58,2025-04-16 22:45:58,2025-04-16 22:45:58
5867,1760,2654,1000100,,pending,5088.01,0,407.04,0,5495.05,2025-05-01 22:28:31,2025-05-01 22:28:31,2025-05-01 22:28:31
8851,3368,5085,5085,,processing,365.53,0,29.24,0,394.77,,2025-01-05 21:21:27,2025-01-05 21:21:27
1654,676,1040,1040,,deliveredd,$1494.26,0,119.54,0,1613.8,2025-02-15 11:51:34,2025-02-15 11:51:34,2025-02-15 11:51:34
1540,751,1148,1148,,delivered,-71266,,$57.01,0,769.67,2025-03-07 04:04:03,2025-03-07 04:04:03,2025-03-07 04:04:03
4270,1099,1655,1656,,delivered,-400.81,0,#REF!,0,432.87,2024-06-23 17:35:34 ,2024-06-23 17:35:34,2024-06-23 17:35:34
7279,3417,5152,5153,,delivered,-3768.32,0,301.47,0,4069.79,2024-05-24 05:37:35,2024-05-24 05:37:35,2024-05-24 05:37:35
62,3366,5082,5081,,delivered,,0,147.74,0,1994.47,not available,,2025-01-05 15:15:26
9117,910,1381,1382,,delivered,28.8,0,2.3,9.99,41.09,2024-04-26 03:31:37,  2024-04-26 03:31:37  ,2024-04-26 03:31:37
5051,2489,3767,3768,19,,1558.03,-1500,123.44,0,1666.47,2023-11-09 14:57:12,2023-11-09 14:57:12,
5492,1108,1667,1667,,delivered,1736.08,0,--,0,None,2024-11-28 14:42:29,2024-11-28 14:42:29,28/11/2024
9537,226,356,356,,delivered,1379.17,0,110.33,0,1489.5,2023-09-05 07:42:55,2023-09-05 07:42:55,
4797,2601,3935,3936,,delivered,699.88,0,-55.99,,755.87,2025-02-03 07:35:39,03.02.2025,2025-02-03 07:35:39
8117,4878,7336,7336,,delivered,766.1,0,61.29,0,827.39,2025-03-22 18:33:49,2025-03-22 18:33:49,2025-03-22 18:33:49
8920,3113,4712,4713,,shipped,1618.76,0,129.5,None,1748.26,2025-04-25 19:36:14,2025-04-25 19:36:14,3025-04-25 19:36:14
4252,4619,6967,6968,,delivered,6124.14,0,489.93,0,6614.07,2025-01-08 23:57:06,2025-01-08 23:57:06,
9697,3938,5951,5950,,  delivered  ,1289.29,0,103.14,0,1392.43,2023-04-04 21:06:01,2023-04-04 21:06:01,2023-04-04 21:06:01
4275,1171,1753,1755,,delivered,1419.79,0,113.58,,1533.37,2024-11-27 13:12:21,2024-11-27 13:12:21,2024-11-27 13:12:21
5609,2643,4004,4004,,,???,0,46.15,0,622.98,2025-05-05 20:20:09,2025-05-05 20:20:09,2025-05-05 20:20:09
7390,272,422,423,,delivered,UNKNOWN,$0.00,-4678,0,,2025-03-08 03:15:36,2025-03-08 03:15:36,2025-03-08 03:15:36
5162,3280,4951,4952,30,processing,7634.76,763.48,549.7,,7420.98,2024-08-28 09:04:29,,2024-08-28 09:04:29
6124,3640,5495,5495,,DELIVERED,548.79,0,43.9,0,592.69,2025-06-08 03:00:46,2025-06-08 03:00:46,2025-06-08 03:00:46
4671,1848,2788,2788,,delivered,371.53,0,29.72,0, ,2025-05-21 07:41:10,2025-05-21 07:41:10,2025-05-21 07:41:10
8156,3096,4686,4687,,delivered,339.83,0,#N/A,0,367.02,2025-03-20 18:59:46,2025-03-20 18:59:46,2025-03-20 18:59:46
8160,4492,6769,6769,,delivered,1447.85,0,115.83,0,1563.68,2024-07-05 16:52:47,2024-07-05 16:52:47,2024-07-05 16:52:47
2777,4651,7016,7017,,delivered,823.51,0,$65.88,0,889.39,2025-03-17 05:24:03,2025-03-17 05:24:03,2025-03-17 05:24:03
7452,2670,4042,4044,,delivered,143.6,0,-11.49,0,155.09,2025-03-23 01:04:04,,2025-03-23 01:04:04
7479,1763,2659,2660,,pending,1713.93,0,137.11,0,,2024-01-15 04:15:13,2024-01-15 04:15:13,2024-01-15 04:15:13
5870,3172,4801,4802,,delivered,194.45,--,15.56,0,210.01,2025-04-27 10:18:52,2025-04-27 10:18:52,2025-04-27 10:18:52
4559,430,661,660,,,622.06,0,49.76,abc,671.82,2025-06-14 03:51:48,2025-06-14 03:51:48,2025-06-14 03:51:48
8126,693,1068,1068,,delivered,2016.17,0,161.29,1e-14,2177.46,2025-04-05 12:41:14,2025-04-05 12:41:14,2025-04-05 12:41:14
7444,1000030,4823,4823,,pending,3625.17,0,290.01,0,3915.18,2025-04-28 06:51:14,2025-04-28 06:51:14,2025-04-28 06:51:14
3113,1585,2383,2384,,deliverd,4325.23,0,346.02,0,-46712.5,2025-03-11 03:24:38,2025-03-11 03:24:38,2025-03-11 03:24:38
807,2629,3985,3986,,,340.78,0,27.26,0,,2025-03-17 07:13:26,2025-03-17 07:13:26,2025-03-17 07:13:26
9676,3019,4577,4577,,cancelled,379.32,not available,30.35,--,,2024-04-05 01:22:29,2024-04-05 01:22:29,2024-04-05 01:22:29
2380,400,617,618,,delivered,123.13,0,,0,-132.98,2024-07-25 21:57:51,2024-07-25 21:57:51,2024-07-25 21:57:51
572,3366,5080,5081,,delivered,null,0,14.61,,197.2,2022-06-09 20:16:51,2022-06-09 20:16:51,2022-06-09 20:16:51
5546,4262,6421,6422,,delivered,"2,416.63 ",0,,0,-2609.96,2024-06-07 21:26:55,,2024-06-07 21:26:55
1509,1274,1906,1905,,delivered,620.08,,49610,0,669.69,,2025-03-06 05:36:50,2025-03-06 05:36:50
7620,429,658,658,,shipped,true,0,33.62,0,453.87,2024-06-04 11:11:52,2024-06-04 11:11:52,2024-06-04 11:11:52
9704,909,1378,1379,,RETURNED,2433.35,0,194.67,0USD,2628.02,2025-04-17 17:55:13,2025-04-17 17:55:13,2025-04-17 17:55:13
