id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
194,3874,1092,question,How do I return an item?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,EMPTY,,2025-06-07 23:36:48
1335,1775,,praise,#N/A,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,medium,2025-06-23 07:42:06,
993,627,953,question,Is this product compatible?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,null,2023-02-25 21:55:05,  2023-03-04 21:55:05  
787,1446,5647,COMPLAINT,Product not as described,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,high,None,2025-01-27 06:14:01
325,3404,,question,Can I cancel my order?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,open,low,,
666,4998,1420,suggestion,,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,in_progress,low,2025-06-03 11:44:42,
1126,107,9121,question,null,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,open,high,2022-09-12 13:23:45,
240,2567,,complaint,Product not as described,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,in_progress,high,2025-06-30 14:38:27,
123,1249,567,complaint,None,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,high,  2025-06-20 07:01:14  ,2025-06-27 07:01:14
498,2127,7637,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,low,2025-06-02 10:36:54,2025-06-05 10:36:54
713,580,6788,suggestion,Expand product selection,,closed,low,2024-10-23 17:50:30,2024-10-29 17:50:30
625,2646,8393,suggestion,Improve mobile app experience,I think you should consider using more sustainable packaging mat...,closed,medium,2023-09-08 14:13:24,2023-09-12 14:13:24
603,2880,,,Can I cancel my order?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,med,2025-06-26 21:21:17,2025-06-27 21:21:17
597,2635,2194,question,Is this ite...,TBD,closed,low,,2024-09-04 04:46:50
529,1667,3083,suggestion,Faster shipping options,not available,resolved,high,2023-12-04 08:26:18,2023-12-09 08:26:18
166,3380,3017,complaint,Poor customer service experience,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,medium,2024-06-30 03:26:09,2024-07-03 03:26:09
1295,412,8604,question,CAN I CHANGE MY SHIPPING ADDRESS?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,medium,,2024-01-14 13:59:36
554,4609,4118,,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,RESOLVED,medium,2025-06-29 20:45:33,2025-07-01 20:45:33
131,1066,3392,  complaint  ,Package was lost,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,medium,2025-06-25 15:55:49,2025-06-30 15:55:49
1,3856,6417,praise,Fantastic product selection,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,resolved,LOW,2023-04-17 08:49:20,2023-04-18 08:49:20
1493,4769,4384,QUESTION,How long is the warranty?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,medium,2025-06-12 22:39:20,2025-06-17 22:39:20
319,52,,TBD,Package was lost,I RECEIVED A COMPLETELY WRONG ITEM. I ORDERED A LAPTOP CHARGER AND GOT A PHONE CASE INSTEAD. VERY FRUSTRATED WITH THIS MISTAKE.,closed,MEDIUM,06-29-2025,2025-06-30 06:42:04
852,3993,614,complaint,Missing items...,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,high,2025-05-22 21:18:51,2025-05-23 21:18:51
207,3268,,suggestion,Better search functionality,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,closed,low,2025-02-11 14:18:19,2025-02-12 14:18:19
110,4153,4619,complaint,,"The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.
",TBD,???,2024-12-19 16:10:27,2024-12-22 16:10:27
867,3858,7799,question,What payment methods do you accept?,JUST CHECKING ON THE WARRANTY COVERAGE FOR ELECTRONICS. DOES IT COVER ACCIDENTAL DAMAGE OR JUST MANUFACTURING DEFECTS?,open,low,2025-02-05 15:30:54,
195,4471,,question,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed_typo,low,2025-06-19 10:37:21,2025-06-22 10:37:21
1280,973,,question,Can I cancel my order?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed_typo,low,2022-03-27 07:08:42,2022-04-01 07:08:42
1463,1815,,complaint,,My oordeer waas suuppooseed too aarriivee laast weeeek aand thee traackiing haasn't uupdaateed iin 5 daays. Thiis iis eextreemeely diisaappooiintiing seerviicee.,resolved,low,,2023-12-29 14:49:08
163,3452,6846,question,Can I change my shipping address?,"Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?
",in_progress,medium,2025-05-21 04:28:09,
709,1563,8219,praise,Love the product quality,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",closed,low,2025-06-04 21:10:35,2025-06-10 21:10:35
182,3511,2258,complaint,Missing items from my order,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,medium,2025-06-02 09:53:06,2025-06-04 09:53:06
1026,1082,,COMPLAINT,Package was lost,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,low,2024-05-03 15:08:18,2024-05-05 15:08:18
385,2509,7591,question,Where is my tracking number?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,in_progress,,2024-09-29 16:51:23,
477,2157,,praise_typo,Best online tech store,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,low,2025-03-19 12:50:24,2025-03-24 12:50:24
1144,56,,question,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,in_progress,high,2025-06-10 16:35:23,
737,4831,9053,SUGGESTION,IImproovee reetuurn prooceess,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,CLOSED,HIGH,2023-12-07 11:11:12,
350,3004,9159,question,How do I return an item?,,open,medium,15.11.2024,
23,2774,8608,complaint,Refund not processed,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,RESOLVED,medium,2025-06-17 08:10:53,N/A
1390,1293,,,AAdd prooduuct coompaariisoon feeaatuuree,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,closed,medium,,2025-03-14 21:07:03
62,3688,5914,question_typo,Is this product compatible?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,high,2025-04-11 00:23:51,2025-04-14 00:23:51
358,2722,9268,SUGGESTION,Add product comparison feature,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,,low,2025-06-10 14:44:11,
1200,4446,,complaint,Package was lost,My order arrived today but the box was completely crushed and the product insi...,open,medium,2025-06-30 06:47:42,
1086,1290,5571,QUESTION,WHEN WILL MY ORDER SHIP?,  I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?  	,resolved,low,2025-05-26 14:49:57,31/05/2025
305,3591,66,  question  ,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved_typo,medium,2022-07-02 19:48:21,2022-07-06 19:48:21
931,4009,2215,COMPLAINT,Wrong item received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,high,2024-05-08 18:43:25,2024-05-10 18:43:25
1397,3633,,COMPLAINT,Refund not processed,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,None,high,2024-09-08 00:44:47,2024-09-13 00:44:47
496,4524,8414,SUGGESTION,Faster shipping options,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,closed,low,2024-07-25 12:27:40,2024-07-29 12:27:40
1305,4273,4180,question,How do I return an item?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,  low  ,2025-06-30 02:35:30,
657,773,,question,Can I cancel my order?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,open,medium,2025-06-29 08:48:21,
1256,4049,,suggestion,Loyalty rewards program,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,resolved,None,2025-06-30 18:29:54,2025-07-05 18:29:54
258,3610,8230,question,Where is my tracking number?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,  low,2025-02-14 05:51:02,  2025-02-18 05:51:02  
1166,3392,2160,complaint,Late delivery,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,not available,2024-10-24 11:28:35,2024-10-27 11:28:35
810,4289,1098,complaint,Package was lost,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,None,2025-06-04 05:00:41,2025-06-09 05:00:41
954,3654,4041,,,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,RESOLVED,medium,2025-01-01 09:58:32,2025-01-05 09:58:32
244,433,,suggestion,Expand product selection,UNKNOWN,resolved,medium,2025-06-12 19:54:20,
1168,485,,suggestion,Better packaging needed,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,medium,2025-01-02 17:30:29,
189,4340,4154,suggestion,EExpaand prooduuct seeleectiioon,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,open,medium,#N/A,
901,4098,3469,QUESTION,Can I change my shipping address?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,low,2025-05-06 10:17:37,2025-05-08 10:17:37
1329,3744,836,question,When will my order ship?,,,low,TBD,
398,3390,6993,question,Can I change my shipping address?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,,medium,2025-01-01 22:09:34,2025-01-08 22:09:34
731,1858,7031,question,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,TBD,medium,2024-04-11 10:41:25,2024-04-17 10:41:25
25,4633,3349,complaint,  Missing items from my order  	,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,HIGH,,2022-04-02 21:58:48
1391,3625,1392,suggestion,Improve mobile app experience,  A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.  	,closed,MEDIUM,2023-03-04 12:12:07,2023-03-10 12:12:07
1115,4032,8216,question,Do you offer p...,I need to change the shipping address on my recent order. Is that still possible at this point?,open,low,2025-06-17 22:54:11,
643,4675,6063,complaint_typo,Package was lost,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,high,,2023-09-30 20:29:13
679,3281,5101,complaint,Refund not processed,,closed,high,#N/A,2022-08-08 05:39:38
577,2027,3861,  complaint  ,Refund not processed,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,CLOSED,MEDIUM,2025-06-30 02:03:31,2025-07-02 02:03:31
3,1448,7976,complaint,Product not as described,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,,low,2024-11-16 18:26:35,2024-11-22 18:26:35
295,2003,8358,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,  medium  ,2025-06-15 02:17:23,2025-06-19 02:17:23
20,4060,,TBD,Missing items from my order,null,in_progress,  medium  ,2025-05-06 04:14:29,
819,545,818,question,What payment methods do you accept?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,MEDIUM,2024-01-25 02:47:09,2024-01-29 02:47:09
788,4151,1443,,,I need to change the shipping address on my recent order. Is that still possible at this point?,,low,2023-07-28 20:06:38,
1476,3321,,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,low,2025-06-29 03:55:43,2025-07-04 03:55:43
545,3638,1328,suggestion,Loyalty rewards program,  Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.  	,TBD,Medium,2025-06-21 19:05:42,
540,4248,4589,QUESTION,How long is the warranty?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,open,medium,2025-06-21 16:23:33,
1362,2903,9972,complaint,,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,medum,2024-04-27 13:24:45,2024-04-29 13:24:45
574,585,,  suggestion  ,  Improve mobile app experience  	,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,resolved,low,,2025-06-08 09:30:47
328,3547,4959,question,When will my order ship?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved_typo,high,2024-09-26 03:57:13,2024-09-30 03:57:13
672,718,8627,question,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,in_progress,low,TBD,
247,4292,2062,question,WHERE IS MY TRACKING NUMBER?,I need to change the shipping address on my recent order. Is that still possible at this point?,RESOLVED,,2022-02-24 01:26:00,2022-02-25 01:26:00
52,2460,5423,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,  resolved  ,,null,2025-06-17 17:54:46
1265,251,,suggestion,,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,resolved,low,2025-06-27 07:43:29,2025-07-01 07:43:29
224,2398,,complaint,Package was lost,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,high,2025-06-07 07:19:01,2025-06-08 07:19:01
444,3423,3601,question,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,high,2025-06-30 17:29:06,2025-07-07 17:29:06
1138,2742,2363,question,Do you offer price matching?,N/A,OPEN,???,2025-03-08 05:18:58,
600,2017,8073,complaint,Wrong item received,"I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.
",resolved,low,2024-04-10 16:24:41,
700,3681,,praise,Excellent...,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,EMPTY,medium,2024-12-09 07:29:29,not available
138,2053,5402,complaint,Package was lost,I RECEIVED A COMPLETELY WRONG ITEM. I ORDERED A LAPTOP CHARGER AND GOT A PHONE CASE INSTEAD. VERY FRUSTRATED WITH THIS MISTAKE.,open,MEDIUM,2025-06-24 18:06:16,
616,2485,3484,complaint,  Package was lost  	,,resolved,medium,2024-08-08 20:08:19,2024-08-10 20:08:19
237,3032,168,question,Can I cancel my order?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,medium,2025-06-03 02:13:26,
624,933,9401,suggestion,Better search functionality,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed_typo,low,2025-06-03 06:23:01,2025-06-08 06:23:01
98,3139,2321,praise,Keep up the great work!,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,,high,2025-05-03 04:17:33,
1195,3416,2710,question,Whaat paaymeent meethoods doo yoouu aacceept?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,low,2024-03-22 15:16:07,2024-03-24 15:16:07
1334,4570,540,QUESTION,How long is the warranty?,,open,  low,2024-06-03 22:41:41,
1443,2913,5096,praise_typo,Excellent packaging,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,resolved,LOW,2024-12-25 08:24:29,2024-12-30 08:24:29
750,1767,4198,suggestion,Better search functionality,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,,,2024-08-25 01:10:00,2024-08-29 01:10:00
874,780,6651,,Poor customer service experience,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,low,2023-08-21 10:34:43,2023-08-23 10:34:43
864,1719,,question,Do you offer price matching?,I need to change the shipping address on my recent order. Is that still possible at this point?,RESOLVED,low,2025-06-27 11:29:09,2025-07-02 11:29:09
130,313,,complaint,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,high,2025-06-16 22:06:24,2025-06-22 22:06:24
1064,3804,5961,question,Do you offer price matching?,Just checking on the warranty coverage for electronics. Doe...,resolved,Low,2023-08-27 01:25:24,???
497,994,,suggestion,Improve mobile app experience,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,open,low,2025-06-18 19:49:07,
1431,751,8941,complaint,Refund not...,  The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.  	,CLOSED,LOW,2025-06-08 08:23:49,EMPTY
1041,1739,8304,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,--,high,,
1398,3102,8342,complaint,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,  high  ,2023-08-15 15:46:34,2023-08-19 15:46:34
308,3506,,praise,Great website experience,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,closed,low,2025-06-16 15:26:45,2025-06-22 15:26:45
1012,304,1070,suggestion,Loyalty rewards program,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,resolved,medium,2025-06-17 20:49:09,2025-06-20 20:49:09
1331,1629,,complaint,Charged incorrectly,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,closed,low,2023-12-31 01:21:51,2024-01-07 01:21:51
1155,2331,,,  When will my order ship?  	,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,in_progress_typo,,2024-05-26 08:29:01,
594,2563,7509,complaint,Missing items from my order,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved_typo,medium,#N/A,2023-06-14 07:20:58
283,525,7084,suggestion,Improve ret...,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,CLOSED,,2025-06-19 20:13:23,???
321,3167,7710,praise,Quick refund processing,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",open,medium,2025-02-10 18:23:48,
1254,3295,,complaint,  Product not as described  	,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,  high,2025-01-24 06:08:01,2025-01-29 06:08:01
971,4611,3177,complaint,Defective product received,The product I received looks nothing like the photos on the websit...,,medium,2024-12-04 05:17:01,
230,1930,9879,question,How long is the warranty?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,in_progress,  low,2025-06-16 14:43:05,
982,312,8290,question,When will my order ship?,II neeeed too chaangee thee shiippiing aaddreess oon my reeceent oordeer. IIs thaat stiill poossiiblee aat thiis pooiint?,closed,medium,2024-04-11 14:07:36,2024-04-12 14:07:36
706,391,6596,QUESTION,  Is this product compatible?  	,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,  closed  ,#N/A,2024-02-23 16:36:57,2024-03-01 16:36:57
744,1689,,,Excellent packaging,The new website redesign is fantastic. Everything is easy to find ...,resolved,MEDIUM,2025-06-13 19:25:51,2025-06-15 19:25:51
637,572,6867,question,DO YOU OFFER PRICE MATCHING?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,OPEN,low,2022-09-25 13:09:24,
521,172,9652,complaint,Late delivery,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,in_progress,,2025-01-25 15:02:01,
459,4525,7958,suggestion,Add more payment options,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,closed,low,2025-06-24 04:14:11,2025-06-28 04:14:11
584,4214,2750,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,  low  ,2025-06-29 21:51:19,
1267,805,5223,question,Can I change my shipping address?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,  high,2025-06-11 09:21:25,2025-06-17 09:21:25
394,3172,,complaint,Poor customer service experience,,closed,medium,2025-06-30 00:56:44,2025-07-03 00:56:44
463,2983,1579,question,,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,open,high,,
425,1540,3946,complaint,Charged incorrectly,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,,2025-06-24 17:36:38,2025-06-29 17:36:38
264,4147,4723,,Improve return process,,closed,medium,,2025-07-04 02:32:53
1315,4048,,praise,Love the product quality,I just wanted to say your customer support team is incredible! They resolved my issue within minutes and were so friendly. Keep it up!,closed,LOW,2025-02-20 12:41:39,2025-02-22 12:41:39
1013,2373,,complaint,not available,,closed,medium,2024-11-27 01:56:57,2024-11-28 01:56:57 
1040,4878,,question,Wheen wiill my oordeer shiip?,,resolved,  low  ,2025-04-20 02:19:59,2025-04-27 02:19:59
699,2216,,question,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,  low,01-19-2025,2025-01-25 14:17:37
162,4868,3051,complaint,Defective product received,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately. ,resolved,high,2025-05-18 19:15:13,2025-05-20 19:15:13
922,4777,,QUESTION,N/A,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,medium,2025-06-14 13:00:18,2025-06-19 13:00:18
612,145,,praise,Smooth checkout process,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,open,low,2024-08-30 17:37:05,
913,3825,8726,suggestion,Faster shipping options,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,RESOLVED,low ,2025-06-15 09:00:28,2025-06-16 09:00:28
898,3805,,complaint,,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,open,medium,2025-06-19 09:21:28,
1240,2160,,question,not available,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,low,2023-10-03 17:53:43,EMPTY
1179,2478,,QUESTION,,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,  medium  ,2025-06-14 14:00:33,2025-06-16 14:00:33
1384,913,,question_typo,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,low,2025-06-18 00:55:19,2025-06-25 00:55:19
851,1761,6474,suggestion,Add product comparison feature,I THINK YOU SHOULD CONSIDER USING MORE SUSTAINABLE PACKAGING MATERIALS. THE AMOUNT OF PLASTIC IN MY LAST SHIPMENT WAS EXCESSIVE.,RESOLVED,low,2025-06-08 17:06:50,
1125,727,7861,complaint,,,resolved,N/A,,2025-06-23 15:48:08,extra_col_value
79,247,9331,question,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,CLOSED,LOW,2025-06-19 22:55:04,2025-06-24 22:55:04
22,1958,2959,--,Product not as described,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,open,,2025-06-22 09:51:35,
528,4767,,question,Do you offer price matching?,II plaaceed aan oordeer 3 daays aagoo aand haaveen't reeceeiiveed aany shiippiing uupdaatees. Coouuld yoouu pleeaasee leet mee knoow thee cuurreent staatuus?,resolved,medium,2024-11-16 11:36:26,2024-11-21 11:36:26
658,3663,1228,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,LOW,2023-02-21 13:58:17,
1296,3994,9597,  complaint  ,,,open_typo,medium,2024-09-06 15:02:30,
290,4779,7808,praise,Fast shipping - impressed!,,closed,Low,2025-06-12 12:18:46,2025-06-19 12:18:46
511,3955,2500,COMPLAINT,Defective product received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,high,2025-06-28 02:17:08,2025-06-29 02:17:08
905,582,3881,QUESTION,How long is ...,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,medium,2025-06-11 03:32:17,2025-06-18 03:32:17
1300,4154,5496,complaint,Package was lost,My oordeer aarriiveed toodaay buut thee boox waas coompleeteely cruusheed aand thee prooduuct iinsiidee iis daamaageed. Thiis iis uunaacceeptaablee aand II neeeed aa reeplaaceemeent seent iimmeediiaateely.,resolved,medium,2023-10-10 23:57:55,2023-10-13 23:57:55
397,3082,,praise,Quick refund processing,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,,low,2025-06-29 01:26:10,2025-07-05 01:26:10
312,4751,6145,complaint,Charged incorrectly,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,medium,2025-06-07 10:34:27,2025-06-12 10:34:27
718,1829,5324,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,medum,2025-06-05 22:50:11,2025-06-11 22:50:11
56,3957,5850,suggestion,Better search...,not available,closed,EMPTY,2025-05-15 15:17:04,2025-05-16 15:17:04
35,853,,suggestion,Improve return process,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,resolved,Low,2025-06-15 00:31:04,2025-06-19 00:31:04
979,2660,2729,question,,N/A,closed,LOW,2025-05-22 07:37:46,2025-05-25 07:37:46
1416,326,,question,Is this product compatible?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,low,3025-06-19 00:49:35,2025-06-25 00:49:35
1081,2613,6923,complaint,Late delivery,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,closed,high,2025-06-24 13:43:39,2025-06-27 13:43:39
141,1244,5134,question,Is this item in stock?,I need to change the shipping address on my recent order. Is that still possible at this point?,TBD,low,2025-06-03 12:24:41,
422,4612,,suggestion,Loyalty rewards program,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,CLOSED,low,2025-06-09 15:28:10,2025-06-16 15:28:10
580,3344,,complaint,Product not as described,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,closed,medium,2023-04-20 22:49:24,2023-04-24 22:49:24
783,1454,,complaint,Late delivery,Thee prooduuct II reeceeiiveed looooks noothiing liikee thee phootoos oon thee weebsiitee. Thee quuaaliity iis muuch looweer thaan aadveertiiseed. II waant aa fuull reefuund.,,LOW,2025-06-20 21:25:20,
220,672,,complaint,Reefuund noot prooceesseed,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,closed,low,2025-06-29 14:09:50,2025-07-03 14:09:50
457,4031,,complaint,Late delivery,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,null,high,2025-06-16 19:46:29,2025-06-22 19:46:29
761,4841,,question,How do I return an item?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,low,,2025-07-04 16:43:32
171,4728,3533,  complaint  ,  Order arrived damaged  	,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,high,2025-06-02 11:23:48,2025-06-03 11:23:48
966,1197,,suggestion,Improve mobile app experience,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,resolved_typo,low,2025-06-17 23:52:52,2025-06-24 23:52:52
349,3803,,question,"When will my order ship?
",I need to change the shipping address on my recent order. Is that still possible at this point?,closed,medium,2025-06-29 07:00:58,2025-07-06 07:00:58
693,2604,1784,praise,Love the product quality,,closed,low,2025-06-01 23:23:15,2025-06-04 23:23:15
1117,4911,5088,question,Do you offer price matching?,,in_progress,low,2025-06-23 02:10:15,
365,757,,EMPTY,"What payment methods do you accept?
",I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,low,2023-11-03 18:05:08,
