id,order_id,payment_method,amount,status,transaction_id,paid_at,created_at
2895,2895,paypal,6056.6,completed,TXN-MNQBMAXA-HJHGC5,2025-01-28 19:20:46,2025-01-28 19:17:41
7976,7976,credit_card,1456.49,completed,TXN-MNQBMAXO-N173EX,2024-12-26 09:57:28,2024-12-26 09:48:02
5221,5221,credit_card,-1488.46,Completed,TXN-MNQBMAXH-99QHB3,,2024-05-27 13:24:46
6778,6778,google_pay,1138.98,completed,TXN-MNQBMAXL-G7SYD5,2025-05-04 19:46:34,2025-05-04 19:43:48
2338,2338,???,573.27,COMPLETED,TXN-MNQBMAX8-0M7CXE,2025-02-14 11:46:52,2025-02-14 11:43:37
8408,8408,debit_card,3612.32,completed,  TXN-MNQBMAXP-JHIQZV  	,2024-03-19 08:37:04,2024-03-19 08:34:55
4445,4445,paypal,$2100.06,refunded,TXN-MNQBMAAXF-5V4II0C,2025-03-14 16:41:06,3025-03-14 16:32:56
565,565,credit_card,389.51,pending,TXN-MNQBMAX1-JKJNTG,,2025-03-03 01:44:26
1197,1000015,debit_card,447.38,completed,TXN-MNQBMAX4-495UZO,2025-01-28 04:47:53,2025-01-28 04:42:04
8586,8586,debit_card,0,completed,TXN-MNQBMAXQ-CGXP12,2025-05-07 05:49:59,2025-05-07 05:43:42
8814,8814,credit_card,4980.25,completed,TXN-MNQBMAXQ-RZGJ7F,2024-08-12 11:53:34,2024-08-12 11:45:29
8170,8170,credit_card,1591.12,completed,TXN-MNQBM...,2024-11-13 23:13:28,2024-11-13 23:06:50
3480,3480,paypal,388.28,completed,TXN-MNQBMAXC-P1RZWB,2025-03-25 09:47:04,2025-03-25 09:45:34
4769,4769,debit_card,2031.85,completed,TXN-MNQBMAXG-DI1QYF,2025-06-18 18:39:53,2025-06-18 18:39:08
8586,8586,debit_card,0,completed ,TXN-MNQBMAXQ-CGXP12,2025-05-07 05:49:59,2025-05-07 05:43:42
9296,9296,GOOGLE_PAY,1414.55,completed,,2025-07-06 17:21:19,2025-07-06 17:21:01
3881,3881,credit_Card,4833.6,pending,TXN-MNQBMAXD-VW9LVU,,2025-06-22 11:49:08
4589,4589,debit_card,5303.73,completed,TXN-MNQBMAXF-MRM56G,2024-05-14 05:03:49,--
6523,6523,debit_card,248.32,  completed  ,TXN-MNQBM...,2024-08-13 00:37:55,2024-08-13 00:28:53
6347,6347,paypal,3359.32,COMPLETED,TXN-MNQBMAXJ-CXQ1GV,2024-11-04 02:37:25,
3858,3858,APPLE_PAY,3773.87,completed,TXN-MNQBMAXD-CY6P0X,2025-01-23 05:52:13,
4573,4573,credit_card,6720.47,,,,2024-07-10 20:47:22
9588,9588,CreditCard,2650.37,completed,TXN-MNQBMAXS-J2D930,2025-05-09 17:59:25,2025-05-09 17:49:50
8723,8723,credit_card,-13413.599999999999,completed,,2025-04-12 23:43:41,2025-04-12 23:39:53
7132,7132,credit_card,10666.36,completed,TXN-MNQBMAXM-EV23MH,2025-02-13 14:42:43,2025-02-13 14:41:39
7828,7828,debit_card,#REF!,completed,TXN-MNQBMAXN-BPDO0H,2024-07-17 16:59:39,2024-07-17 16:59:13
6491,6491,paypal,5655.94,,TXN-MNQBMAXK-AD8RNG,,2024-01-05 22:30:21
9952,9952,credit_card,3916.57,completed,TXN-MNQBMAXU-09RYCP,2025-03-13 04:44:20,2025-03-13 04:38:35
2907,2907,paypal,813.9399999999999,completed,TXN-MNQBMAXA-43T02L,2024-11-24 15:20:47,2024-11-24 15:19:17
1876,1876,apple_pay,1357.3,completed,TXN-MNQBMAX7-7TP790,not a date,
1356,1356,credit_card,1656.61,completed,TXN-MNQBMAX5-6TUONP,2025-01-25 20:48:56,
4806,4806,credit_card,838.86,completd,TXN-MNQBMAXG-A9LIU7,00/00/0000,2025-01-22 17:21:54
8722,8722,debit_card,2353.4,,TXN-MNQBMAXQ-N1Z2UW,2025-01-04 21:28:29,2025-01-04 21:25:01
6548,6548,credit_card,,completed,TXN-MNQBMAXK-886QQT,2024-02-27 23:45:25,2024-02-27 23:40:03
1599,1599,,,completed,#N/A,2024-12-11 16:24:42,2024-12-11 16:19:56
4867,4867,paypal,2565.08,completed,TXN-MNQBMAXG-V49DS3,2025-01-01 07:31:28,2025-01-01 07:25:38
5054,5054,PAYPAL,4162140.0000000005,refundedd,TXN-MNQBMAXG-WSNBQY,2024-12-18 07:13:34,2024-12-18 07:11:07
238,238,null,None,refunded,TXN-MNQBMAX0-MVTX6E,1722911415,2024-08-06 02:23:47
7209,7209,debit_card,2598.1,completed,TXN-MNQBMAXM-N8OHWL,2025-06-08 22:42:45,2025-06-08 22:34:06
6577,1000026,CREDIT_CARD,989.34,pending,TXN-MNQBMAXK-QMR0XY,--,2025-07-03 01:06:06
3120,3120,credit_card,2864.6,completed,"TXN-MNQBMAXA-96VS59
",2025-05-24 08:05:51,2025-05-24 07:57:50
7265,7265,credit_card,1063.93,completed,TXN-MNQBMAXM-1I2PHM,,2025-05-07 05:13:24
5786,5786,debit_card,197.7,completed,,2025-03-16 17:36:27,2025-03-16 17:26:34
7741,7741,apple_pay,,COMPLETED,not available,2025-06-23 23:17:32,2025-06-23 23:15:50
2202,2202,paypal,1120.73,COMPLETED,  TXN-MNQBMAX8-ZB8QMP  	,2025-06-25 22:50:39,2025-06-25 22:41:59
5991,5991,apple_pay,351.15,completed,TXN-MNQBMAXJ-QKEDNT,2024-12-15 21:36:27,15/12/2024
9569,9569,CREDIT_CARD,6090.82,completed,TXN-MNQBMAXS-XDUEN9,2025-05-02 01:08:40,2025-05-02 01:05:48
3285,3285,paypal,204.68,completed,TXN-MNQBMAXC-CX3IFR,2025-02-11 23:59:36,2025-02-11 23:51:16
2825,2825,credit_card,1547.5,completed,TXN-MNQBMAX9-3KFB90,2024-11-23 20:43:02,
394,394,paypal,2816.94,failed,--,,2024-12-22 06:39:11
2356,2356,apple_pay,,completed,TXN-MNQBMAX8-DXUEM4,2024-12-11 08:41:56,2024-12-11 08:32:39
3007,3007,  google_pay  ,4415.17,refunded,TXN-MNQBMAXA-08EYPL,  2023-02-13 04:17:33  ,2023-02-13 04:08:21
1814,1814,debit_card_typo,6428.96,completed,TXN-MNQBMAX6-B3QNBP,2025-06-07 04:37:54,2025-06-07 04:34:59
4045,4045,,,refunded,TXN-MNQBMAXE-1RP1II,2025-05-17 16:39:54,2025-05-17 16:38:12
9319,9319,paypal,580.47,completed,TXN-MNQBMAXS-PVJL1M,2025-01-11 16:03:33,2025-01-11 15:57:47
1388,1000189,debit_card,5272.06,refunded,  TXN-MNQBMAX5-J24MTZ  	,2024-07-17 23:32:16,2024-07-17 23:27:17
2346,2346,debit_card,257.14,completed,TXN-MNQBMAX8-RZ3KA4,2025-01-20 18:33:49,2025-01-20 18:32:54
5164,5164,google_pay,4932.62,completed,TXN-MNQBMAXH-KM1DJV,2025-06-24 14:19:24,2025-06-24 14:16:59
5905,5905,credit_card,1079.6,completed,TXN-MNQBMAXI-434TH7,2025-06-14 17:05:18,2025-06-14 17:01:14
789,789,credit_card,-424460.99999999994,completed,TXN-MNQBMAX2-6L0ZW7,2024-09-12 02:15:20,2024-09-12 02:14:33
1900,1900,paypal,46.81,refunded,TXN-MNQBMAX7-5ZZ6KV,2025-01-06 22:29:32,2025-01-06 22:28:53
7521,7521,google_pay,-2137.3,complted,,2025-04-03 14:08:58,2025-04-03 14:08:33
6081,6081,debit_card,2178.3,COMPLETED,TXN-MNQBMAXJ-29QKXI,2023-07-25 11:41:31,2023-07-25 11:34:24
9298,9298,debit_card ,-114576,TBD,TXN-MNQBMAXS-AWK731,2024-02-12 19:53:59,
9973,9973,debit_card,0,not available,TXN-MNQBMAXU-ST8HJ3,2024-07-02 06:15:59,2024-07-02 06:06:11
6995,6995,  debit_card  ,3875.83,COMPLETED,TXN-MNQBMAXL-E556CU,2025-05-15 04:46:58,2025-05-15 04:45:55
90,90,,2610.35,REFUNDED,TXN-MNQBMAX0-6UJHZA,2024-11-17 08:11:54,2024-11-17 08:06:05
395,395,debit_card_typo,-2564.47,completed,TXN-MNQBMAX1-X83R5E,2025-02-24 06:06:29,2025-02-24 06:06:01
9907,9907,debit_card,2601.68,completed,TXN-MNQBMAXT-LHTM2W,EMPTY,2025-04-12 03:10:45
140,140,credit_card,2147.49,COMPLETED,TXN-MNQBMAX0-HBE9MH,2024-02-28 00:31:14,
4336,4336,debit_card,-8671.4,completed,,2022-12-03 20:30:19,12-03-2022
9500,9500,apple_pay,3310.11,completed,TXN-MNQBMAXS-UWE6QH,2025-01-29 08:45:44,2025-01-29 08:36:21,extra_col_value
93,93,debit_card,220.04,completed,UNKNOWN,2024-05-21 15:48:11,2024-05-21 15:45:42
3743,3743,credit_card,N/A,completed,TXN-MNQBMAXD-B0BP5H,2025-02-15 17:31:01,2025-02-15 17:29:02
2471,1000011,apple_pay,26.18,completed,TXN-MNQBMAX8-FNQ9SI,2025-07-17 14:01:53,not a date
3262,3262,credit_card,1023.54,completed,TXN-MNQBMAXB-R2IKC2,2025-03-19 01:54:33,2025-03-19 01:53:36
2268,2268,  apple_pay  ,"1,811.62",PENDING,TXN-MNQBMAX8-MLMS0Z,#N/A,2023-07-12 21:42:38
7886,7886,???,284.74,completed,TXN-MNQBMAXO-9DWF9V,2024-06-05 20:58:51,2024-06-05 20:53:59
3515,3515,debit_card,391.13,,TXN-MNQBMAXC-RZMVBK,2024-09-27 18:11:35,2024-09-27 18:04:04
7527,7527,google_pay_typo,437.61,completd,TXN-MNQBMAXN-YUYLRQ,2024-03-27 19:56:59,
8548,8548,credit_card,149.68,  refunded  ,TXN-MNQBMAXQ-0HQSW4,2025-06-23 23:46:55,2025-06-23 23:43:36
3665,3665,credit_card,-155091,completed,TXN-MNQBMAXD-VUSGB4,2025-06-06 01:30:00,2025-06-06 01:29:46
7429,7429,credit_card,NaN,Completed,TXN-MNQBMAXM-YE0LG8,2025-03-06 15:35:10,2025-03-06 15:33:49
6861,6861,paypal,540.3,completed,TXN-MNQBMAXL-ULIN6Q,2025-02-12 17:50:59,2025-02-12 17:48:36
9850,9850,credit_card,1276.15,completed,TXN-MNQBMAXT-GMSC86,2025-07-16 01:11:38,2025-07-16 01:09:07
5471,5471,debit_card,2062.09,COMPLETED,TXN-MNQBMAXH-SLWGMK,2024-04-03 17:55:50,2024-04-03 17:48:30
1011,1011,apple_pay,1972.92,completed,TXN-MNQBMAX3-E9K6BP,None,2025-05-12 23:17:36
8797,8797,,UNKNOWN,PENDING,TXN-MNQBMAXQ-TSYSA8,,2025-03-13 20:26:22
5144,5144,PAYPAL,981.2,refunded,TXN-MNQBMAXH-IA5DPA,2025-06-14 16:14:51,2025-06-14 16:12:02
7342,7342,credit_card,1043.63,completed,TXN-MNQBMAXM-JC2Q2J,2025-05-20 21:29:14,2025-05-20 21:23:49
4171,1000083,credit_card,133.4,refunded,UNKNOWN,2025-05-06 00:29:40,2025-05-06 00:29:26
5765,5765,credit_card,-2887.5,completed,TXN-MNQBMAXI-HBOE2J,2022-07-25 06:35:42,2022-07-25 06:34:53
7380,7380,DEBIT_CARD,1781.18,completed,TXN-MNQBMAXM-WQPYJU,2025-05-17 07:08:12,2025-05-17 06:59:36
762,762,apple_pay,63.51,refunded,TXN-MNQBMAX2-95BCSZ,2023-08-04 08:42:39,not a date
6422,6422,debit_card,2705.19,completed,,2025-07-05 08:24:33,2025-07-05 08:17:34
1126,1000177,credit_card,806.86,COMPLETED,TXN-MNQBMAX4-K2JITD,2025-02-26 04:15:10,2025-02-26 04:06:54
7251,7251,credit_card,2325.77,completed,TXN-MNQBMAXM-BIYV9U,2024-07-01 01:32:42,2024-07-01 01:25:12
151,151,google_pay,697.82,pending,TXN-MNQBMAX0-KS122P,,
9124,9124,paypal,5072.32,completed,TXN-MNQBMAXR-0YIX5A,2025-05-14 22:16:37,2025-05-14 22:07:58
7011,7011,paypal,304.51,  completed  ,TXN-MNQBMAXL-39TZF0,2024-08-15 01:49:24,
1902,1902,debit_card,797.41,,TXN-MNQBMAX7-KEE4NW,2025-03-07 13:00:16,2025/03/07 12:51:58
2733,2733,credit_card,753.08,Completed,TXN-MNQBMAX9-158IIL,2025-01-25 06:28:51,2025-01-25 06:19:47
5429,5429,EMPTY,259.02,completed,TXN-MNQBMAXH-I715U4,,2025-02-13 23:25:45
7717,7717,paypal,,completed,,2024-06-20 19:31:32,UNKNOWN
7574,7574,credit_card,556.74,completed,TXN-MNQBMAXN-JXL0FN,2025-05-28 01:56:15,2025-05-28 01:47:05
4472,4472,paypal,1617.09,completed,TXN-MNQBMAXF-JRYXOV,2025-05-15 10:08:29,
3303,3303,DEBIT_CARD,,completed,TXN-MNQBMAXC-YW06V6,,2023-07-17 02:35:49
6341,6341,credit_card,549.39,,,  2025-06-02 14:10:17  ,2025-06-02 14:04:24
9564,9564,credit_card,481670,completed,TXN-MNQBMAXS-YZNHPH,,2023-04-10 23:31:33
14,14,,3305.26,completed,TXN-MNQBMAWZ-W9LMUS,2025-05-28 12:33:34,2025-05-28 12:33:24
6214,6214,debit_card,2842.27,completed,TXN-MNQBMAAXJ-3JII4FT,,2025-02-11 15:12:18
8926,8926,credit_card,54.97,completed,,2025-02-08 22:30:43,2025-02-08 22:26:42
4694,4694,credit_card,66.77,N/A,,2025-04-20 07:39:28,2025-04-20 07:32:18
957,957,  debit_card  ,1050.54,completed,TXN-MNQBMAX3-HAM3JC,2025-02-01 03:40:53,2025-02-01 03:39:51
6129,6129,credit_card,98.26,completed,TXN-MNQBMAXJ-USXTZQ,2024-03-13 23:13:41,2024-03-13 23:06:21
3508,3508,credit_card,N/A,completed,TXN-MNQBMAXC-FKXX1P,2025-05-19 06:48:51,2025-05-19 06:43:26
1425,1425,,6787.89,EMPTY,TXN-MNQBMAX5-7KR2JG,2024-12-21 06:41:51,2024-12-21 06:41:23
8741,8741,TBD,-23844.8,completed,TXN-MNQBMAXQ-KAC26T,2024-04-06 19:04:18,2024-04-06 19:00:02
4208,4208,,112.97,completed,,2025-04-28 04:22:53,2025-04-28 04:21:22
5520,5520,credit_card,3277.81,completed,TXN-MNQBMAXH-T94C2Z,2025-06-10 21:03:41,2024-13-45
4353,4353,debit_card,#REF!,refunded,TXN-MNQBMAXE-QL533R,2025-04-23 15:54:27,2025-04-23 15:53:56
7523,7523,debit_card_typo,3055.98,#N/A,,2024-07-28 22:47:13,2024-07-28 22:46:03
9196,9196,paypal,603.33,COMPLETED,TXN-MNQBMAXR-FEQCI9,2023-08-21 19:58:06,2023-08-21 19:49:36
173,173,paypal,5226.09,completed,TXN-MNQBMAX0-NKBA9W,2025-04-12 19:45:12,2025-04-12 19:41:22
4159,4159,paypal_typo,3020.87,,TXN-MNQBMAXE-4S8K6O,2025-06-24 18:21:19,2025-06-24 18:17:28
6709,6709,credit_card,272.51,completed,TXN-MNQBMAXK-AIDTYX,2025-03-18 11:49:55,2025-03-18 11:46:01
4198,4198,apple_pay,3999.25,completed,TXN-MNQBMAXE-Y0OOEG,2024-06-03 18:25:12,2024-06-03 18:17:42
224,224,PAYPAL,4412.88,completed,TXN-MNQBMAX0-T933J6,2025-05-11 13:18:31,2025-05-11 13:10:01
2512,2512,debit_card,3003.39,complted,,2023-04-09 04:05:32,2023-04-09 04:00:13
8303,8303,apple_pay,74.95,completed,N/A,None,2024-09-04 02:52:33
810,810,credit_Card,525.67,,TXN-MNQBMAX2-OMI0OJ,2024-07-26 22:29:05,2024-07-26 22:21:30
7999,7999,  apple_pay  ,402.06,completed,TXN-MNQBMAAXOO-2BN2J9,2025-02-21 13:43:58,2025-02-21 13:40:15
4482,4482,,7489.77,completed,TXN-MNQBMAXF-BMTYFU,2025-01-13 04:53:34,2025-01-13 04:47:11
1797,1797,paypal,1571.43,completed,,2024-02-03 00:04:09,EMPTY
5234,5234,CREDIT_CARD,144.62,,TXN-MNQBMAXH-BMCXA1,,#N/A
8066,8066,paypal,897.15,COMPLETED,TXN-MNQBMAXO-OC2ZHW,2024-05-20 01:49:08,2024-05-20 01:45:26
7206,7206,credit_card,,completed,TXN-MNQBMAXM-1ZPJ65,2025-01-11 02:44:16,2025-01-11 02:42:45
6245,6245,paypal,null,completed,TXN-MNQBMAXJ-GMLE1X,2024-12-05 16:01:17,2024-12-05 15:57:16
8330,8330,debit_card,1258.03,completed,#N/A,,2023-11-24 12:01:11
5576,5576,debit_card_typo,-1005.73,completed,TXN-MNQBMAXI-ALUTFR,2023-08-10 03:41:51,2023-08-10 03:37:51
2061,2061,  debit_card  ,264.36,pnding,TXN-MNQBMAX7-Q9JSTF,,2024-10-09 10:01:27
8971,8971,DEBIT_CARD,988.22,COMPLETED,,2025-05-31 11:07:17,not available
6069,6069,CREDIT_CARD,2904.21,refunded,TXN-MNQBMAXJ-MVX0TU,2024-06-07 11:24:44,2024-06-07 11:23:00
6858,6858,debit_card,2113.98,,TXN-MNQBMAXL-BKDZ0G,2025-07-15 19:17:58,2025-07-15 19:09:12
694,694,CREDIT_CARD,,  completed  ,TXN-MNQBMAX2-B5MZ1Y,2025-03-23 16:45:31,2025-03-23 16:37:55
8734,8734,paypal,4045.68,pending,TXN-MNQBMAXQ-4QCRL1,,2025-06-14 10:48:33
9186,9186,debit_card,3712.74,completed,TXN-MNQBMAXR-XHP44G,2023-05-16 15:58:53,2023-05-16 15:56:42
5183,5183,  credit_card  ,1315.43,completed,TXN-MNQBMAXH-N0AWFQ,2023-03-01 21:58:25,2023-03-01 21:53:18
2085,2085,credit_card,-2502.9,completed,TXN-MNQBMAX7-3K06KJ,2025-04-17 07:29:01,2025-04-17 07:22:01
5068,5068,paypal,727.77,completed,TXN-MNQBMAXG-QQ85VH,2024-08-01 20:41:46,2024-08-01 20:35:48
7409,7409,,889.17,,TXN-MNQBMAXM-HYIMZF,2025-06-19 14:26:20,2025-06-19 14:18:14
923,923,debit_card,462.53,,TXN-MNQBMAX3-DSSRRM,2025-02-06 14:42:22,2025-02-06 14:34:11
3618,3618,debit_card,248.44,completed,TXN-MNQBMAXD-QIHSMW,2025-02-07 15:01:16,2025-02-07 14:52:24
2627,2627,paypal,1543.63,  completed  ,TXN-MNQBMAX9-39UR01,  2024-04-18 01:08:23  ,2024-04-18 01:05:43
6805,6805,debit_card,-22765.2,completed,TXN-MNQBMAXL-TTKU6J,2025-06-21 05:59:06,2025-06-21 05:50:27
8596,8596,paypal,474.54,refunded,TXN-MNQBMAXQ-VC5SG0,2024-01-06 14:26:30,2024-01-06 14:22:14
4744,4744,credit_card,4560.58,REFUNDED,TXN-MNQBMAXG-OGWLSR,--,2025-04-13 20:50:43
3431,3431,apple_pay,29.76,completed,"TXN-MNQBMAXC-DAVXSJ
",2025-04-07 14:54:23,2025-04-07 14:48:55
760,760,debit_card,4236.9,,  TXN-MNQBMAX2-5R4G3I  	,2023-05-03 15:18:03,2023-05-03 15:09:45
5785,5785,,2082.07,completed,TXN-MNQBM...,not a date,2024-09-01 05:04:16
6294,6294,google_pay,-611.65,completed,TXN-MNQBMAXJ-03IQHO,2025-03-10 04:35:51,2025-03-10 04:32:52
9581,9581,google_pay,74.1,,,3025-04-13 14:06:12,2025-04-13 14:03:15
1982,1982,debit_card,78.43,completed,TXN-MNQBM...,--
9318,9318,credit_card,72.65,completed,TXN-MNQBMAXS-7H8LXI,2025-05-30 01:45:55,2025-05-30 01:39:55
1498,1498,credit_card,4488.12,completed,TXN-MNQBMAX5-MLJUTH,2024-12-08 12:16:07,2024-12-08 12:08:50
1761,1761,credit_card,3591.27,refunded,TXN-MNQBMAX6-57GPXX,2025-01-23 05:58:13,2025-01-23 05:58:12
6665,6665,,,COMPLETED,TXN-MNQBMAXK-G06EGD,2025-04-25 21:03:48,2025-04-25 21:01:13
8261,8261,apple_pay,-11879,completed,TXN-MNQBMAXP-OTEDYY,2025-06-03 19:32:03,2025-06-03 19:25:00
3269,3269,apple_pay,-173542,completed,TXN-MNQBMAXB-WA6AJK,2024-06-23 14:53:40,2024-06-23 14:53:28
6235,6235,debit_card,431.35,completed,TXN-MNQBMAXJ-NTU941,2025-01-23 23:35:46,
9231,9231,paypal,4638.16,COMPLETED,TXN-MNQBMAXR-6ADF64,,  2025-01-22 00:07:52  
7097,7097,credit_card,N/A,completed,TXN-MNQBM...,2025-07-08 23:48:48,not a date
4223,4223,credit_card,4949.83,completed,TXN-MNQBMAXE-HTNQM2,2025-01-05 09:47:04,2025-01-05 09:38:13
8910,8910,debit_card,1515.46,completed,,2023-10-13 02:16:48,2023-10-13 02:07:08
8545,8545,paypal,-158.16,completed,TXN-MNQBMAXQ-2CBUJZ,not available,2025-02-08 20:53:17
2062,2062,,56.97,COMPLETED,TXN-MNQBMAX7-LMJ811,2024-04-17 08:40:01,2024-04-17 08:35:56
2009,2009,credit_card,169.69,refunded,TXN-MNQBMAX7-SD9N3A,2025-06-08 09:08:01,2025-06-08 09:03:23
2930,2930,apple_pay,-16836.199999999997,completed,TXN-MNQBMAXA-8R3AXB,2025-03-02 13:28:08,2025-03-02 13:22:53
6306,6306,credit_card,4869.98,completed,TXN-MNQBMAXJ-I0UV3C,2025-02-17 12:21:48,2025-02-17 12:20:00
5644,5644,credit_card,-14599.8,completed,TXN-MNQBMAXI-G0FZM4,,2025-04-16 12:56:56
1164,1164,debit_card,5828.14,completed,TXN-MNQBMAX4-JTOZMY,2025-03-13 18:00:11,2025-03-13 17:59:32
5570,5570,credit_card,1262.74,completed,TXN-MNQBMAXI-IGM9W9,2025-02-23 08:51:56,2025-02-23 08:50:19
5201,5201,google_pay_typo,2526.83,completed,TXN-MNQBMAXH-10HR1Q,2025-04-22 18:07:54,
2915,2915,credit_card,,completed,TXN-MNQBMAXA-IMCGKR,2025-05-11 01:25:43,2025-05-11 01:18:42,extra_col_value
5614,5614,CREDIT_CARD,895.67,,TXN-MNQBMAXI-1L7XNC,,2024-06-02 03:40:57
895,895,debit_card,3073.55,completed,TXN-MNQBMAX3-1VQW28,2025-06-21 03:44:53,2025-06-21 03:41:10
7818,7818,CREDIT_CARD,273,completed,TXN-MNQBM...,,2024-09-06 23:38:37
225,225,credit_card,NaN,completed,TXN-MNQBMAX0-E43BAM,2025-03-14 08:49:34,2025-03-14 08:45:21
3151,3151,PAYPAL,--,completed,TXN-MNQBMAXA-MCV57F,2025-03-09 02:51:49,2025-03-09 02:42:38
2315,2315,google_pay,806,completed,TXN-MNQBMAX8-PSIOM0,2024-10-30 07:54:52,2024-10-30 07:54:03
63,63,credit_card,398.68,completed,TXN-MNQBMAX0-0BU7TA,,2025-04-09 07:02:47
1134,1134,credit_card,465.61,complted,TXN-MNQBMAX4-DK5ZAP,2024-03-17 06:28:26,2024-03-17 06:22:32
3225,3225,,2019.15,completed,TXN-MNQBMAXB-DHCKGJ,2024-12-18 07:39:00,2024-12-18 07:30:33
8416,8416,CREDIT_CARD,2498.36,pending,TXN-MNQBMAXP-FDWV4C,,2025-03-16 07:03:49
1183,1183,debit_card,1857.86,completed,  TXN-MNQBMAX4-WL6NF6  	,2025-06-06 00:05:01,2025-06-06 00:02:38
4622,4622,,1497.54,completed,TXN-MNQBMAXF-QEU95U,2024-12-08 23:34:39,2024-12-08 23:32:32
8791,8791,apple_pay,5415.38,refundedd,TXN-MNQBMAXQ-WGW6Q6,2024-12-16 15:44:46,2024-12-16 15:39:09
4932,4932,PAYPAL,845.29,completed,TXN-MNQBMAXG-ZZPC0E,2025-05-01 01:53:28,2025-05-01 01:44:07
4061,4061,debit_card,41.54,completed,TXN-MNQBMAXE-DAIQW5,2025-06-17 02:40:14,2025-06-17 02:36:39
1803,1803,debit_card,-5410.52,completed,TXN-MNQBMAX6-NGQ8DZ,2025-06-28 14:30:30,2025-06-28 14:25:24
3934,3934,credit_card,6273.02,PENDING,TXN-MNQBMAXD-6DPRDZ,,2024-09-08 14:14:52
9999,9999,credit_card,,completed,TXN-MNQBMAXU-G4FNRG,2025-04-22 04:09:49,2025-04-22 04:04:29
8453,8453,credit_card,2527.02,,TXN-MNQBM...,2024-09-10 02:43:10,2024-09-10 02:34:59
8505,8505,,1748.29,FAILED,TXN-MNQBMAXP-VOR4ZE,None,2025-06-22 05:00:52
3688,3688,apple_pay,,COMPLETED,TXN-MNQBMAXD-JKVYUR,2025-03-21 03:06:56,2025-03-21 02:58:59
6381,6381,paypal,4287.76,completed,TXN-MNQBMAXK-IR37X1,2023-07-16 03:54:53,not a date
6906,6906,credit card,1200.59,completed,TXN-MNQBM...,2025-03-07 18:51:36,TBD
8989,8989,apple_pay,3197.78,completed,TXN-MNQBMAXR-3EQ5OD,2024-04-29 12:55:07,2024-04-29 12:49:57
4080,4080,,227.63,completed,TXN-MNQBMAXE-VOW1TT,2025-01-29 01:22:54,2025-01-29 01:22:08
8503,8503,PAYPAL,3613.42,completed,,2025-02-24 06:11:00,2025-02-24 06:04:49
9900,9900,credit_Card,470.51,completed,TXN-MNQBMAXT-69BTAU,2024-11-05 04:01:05,2024-11-05 03:55:48
8413,8413,credit_card,1307.29,completed,TXN-MNQBMAXP-ZLDIOJ,2023-11-24 11:16:05,2023-11-24 11:06:31
8399,8399,paypal,-5375.59,COMPLETED,TXN-MNQBMAXP-GY11YD,2024-08-16 08:14:43,2024-08-16 08:11:14
2753,2753,debit_card,5901.41,refunded,TXN-MNQBMAX9-3JZ6I0,2025-02-08 10:25:33,2025-02-08 10:22:35
1473,1473,debit_card,3081.28,refunded,TXN-MNQBMAX5-TMFOO4,2024-07-11 21:10:42,2024-07-11 21:06:03
7725,7725,debit_card,672.46,completed,TXN-MNQBMAXN-3A4M6X,2025-05-08 01:50:46,2025-05-08 01:46:26
1584,1584,paypal,2118.65,completed,TXN-MNQBMAX6-JYQ7C3,2025-03-18 13:51:04,2025-03-18 13:41:39
4917,4917,paypal,1637.69,completed,TXN-MNQBMAXG-FRJPIA,2024-04-16 14:09:43,2024-04-16 14:07:44
4165,4165,paypal,1213.28,completed,TXN-MNQBM...,2025-02-20 04:26:39,2025-02-20 04:21:51
6028,6028,apple_pay,1156.11,,TXN-MNQBMAXJ-DU71OX,"Jun 14, 2025",2025-06-14 02:18:47
8112,8112,CREDIT_CARD,341.46,completed,TXN-MNQBMAXO-JNA99R,2025-05-20 04:23:53 ,2025-05-20 04:17:37
7713,7713,paypal,0,completd,TXN-MNQBMAXN-6S3MLD,2024-03-10 19:43:25,2024-03-10 19:33:53
7470,7470,debit_card,237.93,completed,TXN-MNQBMAXM-J3HFSN,2025-05-25 00:29:26,2025-05-25 00:25:00
8561,8561,paypal,3404.85,refundedd,TXN-MNQBMAXQ-6MZ0SA,,2024-12-01 16:24:05
9626,9626,debit_card,"4,709.63",completed,UNKNOWN,2025-05-26 15:11:31,2025-05-26 15:06:34
3062,3062,  apple_pay  ,4806.45,completed,TXN-MNQBMAXA-HY3G9Y,2024-06-19 06:25:31,2024-06-19 06:19:07
3101,3101,  apple_pay  ,$5586.07,null,TXN-MNQBMAXA-0315R2,2023-10-27 11:19:26,2023-10-27 11:12:49
5266,5266,CREDIT_CARD,,--,,2024-05-02 23:31:01,2024-05-02 23:27:36
5598,5598,credit_card,95,,TXN-MNQBMAXI-JCDBR9,2025-02-12 10:51:09,2025-02-12 10:47:44
9970,9970,credit_card,1556.92,completed,TXN-MNQBMAXU-2Z09U7,2024-08-30 02:07:42,2024-08-30 02:05:09,extra_col_value
3647,3647,apple_pay,2401.55,completed,TXN-MNQBMAXD-TGNYRL,2025-05-28 13:49:31,EMPTY
3484,3484,apple_pay,,pending,TXN-MNQBMAXC-WQJYOK,,2024-04-22 07:55:59
2813,2813,paypal,2315.43,completed,,2025-05-21 00:43:44,2025-05-21 00:34:44
6321,6321,,null,completed,TXN-MNQBMAXJ-LQUN6H,2024-03-26 12:27:06,2024-03-26 12:18:32
